Tennis French Open 2011 Mens Tournament Third Round Matches A Murray v Berrer 
Set Betting
Timestamp,Timestamp,Inplay delay,Market status,Selection name,BP1,BV1,LP1,LV1,Total matched,LPM
1306578898650,Sat May 28 11:34:58 BST 2011,5,ACTIVE,A Murray 3 - 0,1.33,243.63,1.42,43.33,181083.36,1.4,
1306578916650,Sat May 28 11:35:16 BST 2011,5,ACTIVE,A Murray 3 - 0,1.42,46.8,1.45,36.0,181170.05,1.42,
1306578917650,Sat May 28 11:35:17 BST 2011,5,ACTIVE,A Murray 3 - 0,1.42,46.8,1.45,36.0,181170.05,1.42,
1306578934650,Sat May 28 11:35:34 BST 2011,5,ACTIVE,A Murray 3 - 0,1.42,41.8,1.45,36.0,181180.05,1.42,
1306578945650,Sat May 28 11:35:45 BST 2011,5,ACTIVE,A Murray 3 - 0,1.34,982.73,1.45,23.0,181270.19,1.34,
1306578947650,Sat May 28 11:35:47 BST 2011,5,ACTIVE,A Murray 3 - 0,1.34,982.73,1.42,6.29,181270.19,1.34,
1306578949650,Sat May 28 11:35:49 BST 2011,5,ACTIVE,A Murray 3 - 0,1.34,982.73,1.41,13.0,181270.19,1.34,
1306578953650,Sat May 28 11:35:53 BST 2011,5,ACTIVE,A Murray 3 - 0,1.34,982.73,1.41,13.0,181270.19,1.34,
1306578954650,Sat May 28 11:35:54 BST 2011,5,ACTIVE,A Murray 3 - 0,1.34,882.73,1.41,13.0,181470.19,1.34,
1306578959650,Sat May 28 11:35:59 BST 2011,5,ACTIVE,A Murray 3 - 0,1.36,90.13,1.41,13.0,181470.19,1.34,
1306578960650,Sat May 28 11:36:00 BST 2011,5,ACTIVE,A Murray 3 - 0,1.36,90.13,1.41,13.0,181470.19,1.34,
1306578981650,Sat May 28 11:36:21 BST 2011,5,ACTIVE,A Murray 3 - 0,1.36,90.13,1.41,13.0,181470.19,1.34,
1306578987650,Sat May 28 11:36:27 BST 2011,5,ACTIVE,A Murray 3 - 0,1.36,90.13,1.41,13.0,181470.19,1.34,
1306578990650,Sat May 28 11:36:30 BST 2011,5,ACTIVE,A Murray 3 - 0,1.36,40.13,1.41,13.0,181570.19,1.36,
1306579002650,Sat May 28 11:36:42 BST 2011,5,ACTIVE,A Murray 3 - 0,1.36,38.4,1.41,13.0,181573.64,1.36,
1306579005650,Sat May 28 11:36:45 BST 2011,5,ACTIVE,A Murray 3 - 0,1.21,260.01,1.41,13.0,181650.44,1.36,
1306579010650,Sat May 28 11:36:50 BST 2011,5,ACTIVE,A Murray 3 - 0,1.37,782.4,1.41,13.0,181653.64,1.36,
1306579011650,Sat May 28 11:36:51 BST 2011,5,ACTIVE,A Murray 3 - 0,1.37,771.13,1.41,13.0,181676.19,1.37,
1306579015650,Sat May 28 11:36:55 BST 2011,5,ACTIVE,A Murray 3 - 0,1.37,743.4,1.41,13.0,181731.64,1.37,
1306579018650,Sat May 28 11:36:58 BST 2011,5,ACTIVE,A Murray 3 - 0,1.21,260.01,1.41,13.0,181731.64,1.37,
1306579027650,Sat May 28 11:37:07 BST 2011,5,ACTIVE,A Murray 3 - 0,1.33,743.4,1.34,10.0,181731.64,1.37,
1306579031650,Sat May 28 11:37:11 BST 2011,5,ACTIVE,A Murray 3 - 0,1.33,743.4,1.41,13.0,181731.64,1.37,
1306579032650,Sat May 28 11:37:12 BST 2011,5,ACTIVE,A Murray 3 - 0,1.33,743.4,1.37,5.0,181731.64,1.37,
1306579040650,Sat May 28 11:37:20 BST 2011,5,ACTIVE,A Murray 3 - 0,1.35,91.0,1.37,5.0,181731.64,1.37,
1306579043650,Sat May 28 11:37:23 BST 2011,5,ACTIVE,A Murray 3 - 0,1.35,91.0,1.37,3.27,181735.1,1.37,
1306579049650,Sat May 28 11:37:29 BST 2011,5,ACTIVE,A Murray 3 - 0,1.35,29.2,1.37,3.27,181858.69,1.35,
1306579051650,Sat May 28 11:37:31 BST 2011,5,ACTIVE,A Murray 3 - 0,1.35,29.2,1.37,3.27,181858.69,1.35,
1306579056650,Sat May 28 11:37:36 BST 2011,5,ACTIVE,A Murray 3 - 0,1.35,29.2,1.37,3.27,181858.69,1.35,
1306579073650,Sat May 28 11:37:53 BST 2011,5,ACTIVE,A Murray 3 - 0,1.35,4.21,1.37,3.27,181908.69,1.35,
1306579078650,Sat May 28 11:37:58 BST 2011,5,ACTIVE,A Murray 3 - 0,1.25,743.4,1.35,5.79,181917.1,1.35,
1306579096650,Sat May 28 11:38:16 BST 2011,5,ACTIVE,A Murray 3 - 0,1.21,260.01,1.35,55.79,181917.1,1.35,
1306579106650,Sat May 28 11:38:26 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,986.0,1.25,3.0,181917.1,1.35,
1306579109650,Sat May 28 11:38:29 BST 2011,5,ACTIVE,A Murray 3 - 0,1.27,88.0,1.35,55.79,181923.1,1.25,
1306579128650,Sat May 28 11:38:48 BST 2011,5,ACTIVE,A Murray 3 - 0,1.3,105.0,1.35,55.79,181923.1,1.25,
1306579134650,Sat May 28 11:38:54 BST 2011,5,ACTIVE,A Murray 3 - 0,1.3,98.93,1.35,55.79,181935.23,1.3,
1306579140650,Sat May 28 11:39:00 BST 2011,5,ACTIVE,A Murray 3 - 0,1.3,98.93,1.35,5.79,181935.23,1.3,
1306579143650,Sat May 28 11:39:03 BST 2011,5,ACTIVE,A Murray 3 - 0,1.3,98.93,1.34,50.0,181935.23,1.3,
1306579145650,Sat May 28 11:39:05 BST 2011,5,ACTIVE,A Murray 3 - 0,1.3,342.56,1.34,50.0,181935.23,1.3,
1306579150650,Sat May 28 11:39:10 BST 2011,5,ACTIVE,A Murray 3 - 0,1.3,342.56,1.35,5.79,181935.23,1.3,
1306579153650,Sat May 28 11:39:13 BST 2011,5,ACTIVE,A Murray 3 - 0,1.3,79.55,1.35,5.79,181974.0,1.3,
1306579155650,Sat May 28 11:39:15 BST 2011,5,ACTIVE,A Murray 3 - 0,1.3,29.55,1.35,5.79,182074.0,1.3,
1306579157650,Sat May 28 11:39:17 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,986.0,1.3,470.45,182133.1,1.3,
1306579158650,Sat May 28 11:39:18 BST 2011,5,ACTIVE,A Murray 3 - 0,1.27,243.63,1.3,470.45,182133.1,1.3,
1306579165650,Sat May 28 11:39:25 BST 2011,5,ACTIVE,A Murray 3 - 0,1.27,487.27,1.3,470.45,182133.1,1.3,
1306579168650,Sat May 28 11:39:28 BST 2011,5,ACTIVE,A Murray 3 - 0,1.27,487.27,1.3,476.74,182133.1,1.3,
1306579180650,Sat May 28 11:39:40 BST 2011,5,ACTIVE,A Murray 3 - 0,1.27,487.27,1.3,468.07,182150.44,1.3,
1306579186650,Sat May 28 11:39:46 BST 2011,5,ACTIVE,A Murray 3 - 0,1.27,368.6,1.3,461.78,182387.77,1.27,
1306579190650,Sat May 28 11:39:50 BST 2011,5,ACTIVE,A Murray 3 - 0,1.27,362.31,1.3,461.78,182400.34,1.27,
1306579191650,Sat May 28 11:39:51 BST 2011,5,ACTIVE,A Murray 3 - 0,1.27,362.31,1.35,5.79,182400.34,1.27,
1306579197650,Sat May 28 11:39:57 BST 2011,5,ACTIVE,A Murray 3 - 0,1.21,260.01,1.27,99.46,183124.98,1.27,
1306579206650,Sat May 28 11:40:06 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,91.02,1.27,99.46,183124.98,1.27,
1306579208650,Sat May 28 11:40:08 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,85.29,1.27,99.46,183136.44,1.22,
1306579212650,Sat May 28 11:40:12 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,85.29,1.27,99.46,183136.44,1.22,
1306579213650,Sat May 28 11:40:13 BST 2011,5,ACTIVE,A Murray 3 - 0,1.24,243.63,1.27,99.46,183136.44,1.22,
1306579230650,Sat May 28 11:40:30 BST 2011,5,ACTIVE,A Murray 3 - 0,1.24,243.63,1.27,99.46,183136.44,1.22,
1306579232650,Sat May 28 11:40:32 BST 2011,5,ACTIVE,A Murray 3 - 0,1.27,210.54,1.35,5.79,183335.36,1.27,
1306579243650,Sat May 28 11:40:43 BST 2011,5,ACTIVE,A Murray 3 - 0,1.27,207.07,1.35,5.79,183342.3,1.27,
1306579253650,Sat May 28 11:40:53 BST 2011,5,ACTIVE,A Murray 3 - 0,1.24,243.63,1.25,12797.67,183756.44,1.27,
1306579254650,Sat May 28 11:40:54 BST 2011,5,ACTIVE,A Murray 3 - 0,1.24,253.99,1.25,12797.67,183756.44,1.27,
1306579255650,Sat May 28 11:40:55 BST 2011,5,ACTIVE,A Murray 3 - 0,1.24,253.99,1.25,12797.67,183756.44,1.27,
1306579262650,Sat May 28 11:41:02 BST 2011,5,ACTIVE,A Murray 3 - 0,1.24,10.35,1.25,12797.67,183756.44,1.27,
1306579264650,Sat May 28 11:41:04 BST 2011,5,ACTIVE,A Murray 3 - 0,1.24,10.35,1.27,126.89,183756.44,1.27,
1306579266650,Sat May 28 11:41:06 BST 2011,5,ACTIVE,A Murray 3 - 0,1.25,243.63,1.27,126.89,183756.44,1.27,
1306579267650,Sat May 28 11:41:07 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,259.93,1.24,681.49,184264.42,1.24,
1306579268650,Sat May 28 11:41:08 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,259.93,1.27,131.89,184282.31,1.24,
1306579269650,Sat May 28 11:41:09 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,259.93,1.27,17.48,184282.31,1.24,
1306579271650,Sat May 28 11:41:11 BST 2011,5,ACTIVE,A Murray 3 - 0,1.25,355.67,1.27,17.48,184282.31,1.24,
1306579282650,Sat May 28 11:41:22 BST 2011,5,ACTIVE,A Murray 3 - 0,1.25,182.33,1.27,17.48,184628.98,1.25,
1306579283650,Sat May 28 11:41:23 BST 2011,5,ACTIVE,A Murray 3 - 0,1.25,182.33,1.27,17.48,184628.98,1.25,
1306579286650,Sat May 28 11:41:26 BST 2011,5,ACTIVE,A Murray 3 - 0,1.25,182.33,1.27,12.48,184628.98,1.25,
1306579291650,Sat May 28 11:41:31 BST 2011,5,ACTIVE,A Murray 3 - 0,1.21,1145.78,1.25,12620.31,184993.66,1.25,
1306579300650,Sat May 28 11:41:40 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,75.29,1.25,12620.31,185013.66,1.22,
1306579302650,Sat May 28 11:41:42 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,75.29,1.25,11641.56,186971.16,1.25,
1306579311650,Sat May 28 11:41:51 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,75.29,1.24,100.0,186971.16,1.25,
1306579326650,Sat May 28 11:42:06 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,75.29,1.24,20.26,187130.62,1.24,
1306579328650,Sat May 28 11:42:08 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,75.29,1.25,11611.82,187230.62,1.25,
1306579329650,Sat May 28 11:42:09 BST 2011,5,ACTIVE,A Murray 3 - 0,1.23,76.27,1.25,11611.82,187230.62,1.25,
1306579330650,Sat May 28 11:42:10 BST 2011,5,ACTIVE,A Murray 3 - 0,1.23,76.27,1.25,11611.82,187230.62,1.25,
1306579333650,Sat May 28 11:42:13 BST 2011,5,ACTIVE,A Murray 3 - 0,1.23,100.0,1.25,11611.82,187230.62,1.25,
1306579335650,Sat May 28 11:42:15 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,75.29,1.25,11611.82,187430.62,1.23,
1306579346650,Sat May 28 11:42:26 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,75.29,1.23,140.0,187430.62,1.23,
1306579352650,Sat May 28 11:42:32 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,75.29,1.23,940.0,187430.62,1.23,
1306579355650,Sat May 28 11:42:35 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,75.29,1.23,800.0,187430.62,1.23,
1306579359650,Sat May 28 11:42:39 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,75.29,1.23,291.05,188448.53,1.23,
1306579360650,Sat May 28 11:42:40 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,259.93,1.22,63.91,188600.7,1.22,
1306579366650,Sat May 28 11:42:46 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,259.93,1.22,141.95,188600.7,1.22,
1306579372650,Sat May 28 11:42:52 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,259.93,1.22,153.62,188600.7,1.22,
1306579379650,Sat May 28 11:42:59 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,259.93,1.22,89.71,188600.7,1.22,
1306579381650,Sat May 28 11:43:01 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,259.93,1.22,89.71,188600.7,1.22,
1306579388650,Sat May 28 11:43:08 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,1145.78,1.2,11346.88,189120.56,1.2,
1306579396650,Sat May 28 11:43:16 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,1145.78,1.2,11421.88,189120.56,1.2,
1306579400650,Sat May 28 11:43:20 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,1145.78,1.2,11346.88,189120.56,1.2,
1306579402650,Sat May 28 11:43:22 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,1145.78,1.2,11072.84,189668.67,1.2,
1306579406650,Sat May 28 11:43:26 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,1145.78,1.2,11072.84,189668.67,1.2,
1306579412650,Sat May 28 11:43:32 BST 2011,5,ACTIVE,A Murray 3 - 0,1.16,260.01,1.18,695.29,189668.67,1.2,
1306579413650,Sat May 28 11:43:33 BST 2011,5,ACTIVE,A Murray 3 - 0,1.16,260.01,1.18,717.82,189668.67,1.2,
1306579421650,Sat May 28 11:43:41 BST 2011,5,ACTIVE,A Murray 3 - 0,1.16,260.01,1.18,91.42,190921.47,1.18,
1306579422650,Sat May 28 11:43:42 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,197.18,1.2,11072.84,191104.33,1.18,
1306579431650,Sat May 28 11:43:51 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,197.18,1.2,11072.84,191104.33,1.18,
1306579438650,Sat May 28 11:43:58 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,197.18,1.22,89.71,191104.33,1.18,
1306579439650,Sat May 28 11:43:59 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,20.8,1.22,89.71,191104.33,1.18,
1306579443650,Sat May 28 11:44:03 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,20.8,1.21,11072.84,191104.33,1.18,
1306579446650,Sat May 28 11:44:06 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,197.18,1.21,11072.84,191104.33,1.18,
1306579456650,Sat May 28 11:44:16 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,197.18,1.22,89.71,191104.33,1.18,
1306579463650,Sat May 28 11:44:23 BST 2011,5,ACTIVE,A Murray 3 - 0,1.21,86.67,1.22,89.71,191104.33,1.18,
1306579464650,Sat May 28 11:44:24 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,197.18,1.22,3.04,191277.67,1.22,
1306579467650,Sat May 28 11:44:27 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,197.18,1.22,3.04,191277.67,1.22,
1306579472650,Sat May 28 11:44:32 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,197.18,1.22,3.04,191277.67,1.22,
1306579474650,Sat May 28 11:44:34 BST 2011,5,ACTIVE,A Murray 3 - 0,1.23,477.97,1.25,5.0,191283.75,1.22,
1306579477650,Sat May 28 11:44:37 BST 2011,5,ACTIVE,A Murray 3 - 0,1.23,477.97,1.25,11077.84,191283.75,1.22,
1306579483650,Sat May 28 11:44:43 BST 2011,5,ACTIVE,A Murray 3 - 0,1.19,50.0,1.25,11077.84,191283.75,1.22,
1306579494650,Sat May 28 11:44:54 BST 2011,5,ACTIVE,A Murray 3 - 0,1.19,50.0,1.25,10212.0,193015.4,1.25,
1306579506650,Sat May 28 11:45:06 BST 2011,5,ACTIVE,A Murray 3 - 0,1.21,856.3,1.25,10212.0,193015.4,1.25,
1306579516650,Sat May 28 11:45:16 BST 2011,5,ACTIVE,A Murray 3 - 0,1.21,856.3,1.25,10512.0,193015.4,1.25,
1306579517650,Sat May 28 11:45:17 BST 2011,5,ACTIVE,A Murray 3 - 0,1.21,856.3,1.24,22.0,193015.4,1.25,
1306579522650,Sat May 28 11:45:22 BST 2011,5,ACTIVE,A Murray 3 - 0,1.19,39.6,1.24,22.0,194748.81,1.19,
1306579525650,Sat May 28 11:45:25 BST 2011,5,ACTIVE,A Murray 3 - 0,1.19,39.6,1.24,22.0,194748.81,1.19,
1306579530650,Sat May 28 11:45:30 BST 2011,5,ACTIVE,A Murray 3 - 0,1.19,39.6,1.24,322.0,194748.81,1.19,
1306579535650,Sat May 28 11:45:35 BST 2011,5,ACTIVE,A Murray 3 - 0,1.19,39.6,1.24,344.0,194748.81,1.19,
1306579542650,Sat May 28 11:45:42 BST 2011,5,ACTIVE,A Murray 3 - 0,1.19,39.6,1.24,344.0,194748.81,1.19,
1306579547650,Sat May 28 11:45:47 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,197.18,1.24,344.0,194748.81,1.19,
1306579548650,Sat May 28 11:45:48 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,197.18,1.24,344.0,194748.81,1.19,
1306579553650,Sat May 28 11:45:53 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,197.18,1.24,322.0,194748.81,1.19,
1306579555650,Sat May 28 11:45:55 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,197.18,1.23,22.0,194748.81,1.19,
1306579558650,Sat May 28 11:45:58 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,197.18,1.24,253.86,194929.1,1.24,
1306579563650,Sat May 28 11:46:03 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,197.18,1.24,253.86,194929.1,1.24,
1306579568650,Sat May 28 11:46:08 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,197.18,1.24,253.86,194929.1,1.24,
1306579572650,Sat May 28 11:46:12 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,197.18,1.24,253.86,194929.1,1.24,
1306579581650,Sat May 28 11:46:21 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,866.7,1.2,9992.82,195367.45,1.2,
1306579586650,Sat May 28 11:46:26 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,866.7,1.2,9902.68,195547.73,1.2,
1306579591650,Sat May 28 11:46:31 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,866.7,1.2,9639.04,196075.02,1.2,
1306579593650,Sat May 28 11:46:33 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,866.7,1.2,9619.11,196114.88,1.2,
1306579604650,Sat May 28 11:46:44 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,866.7,1.2,9617.37,196118.33,1.2,
1306579608650,Sat May 28 11:46:48 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,866.7,1.2,9155.42,197042.23,1.2,
1306579619650,Sat May 28 11:46:59 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,866.7,1.2,8696.06,197960.94,1.2,
1306579621650,Sat May 28 11:47:01 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,906.3,1.2,8696.06,197960.94,1.2,
1306579633650,Sat May 28 11:47:13 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,906.3,1.2,8236.71,198879.62,1.2,
1306579644650,Sat May 28 11:47:24 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,829.52,1.2,7803.36,199899.88,1.2,
1306579662650,Sat May 28 11:47:42 BST 2011,5,ACTIVE,A Murray 3 - 0,1.19,406.62,1.2,7310.67,200927.9,1.2,
1306579670650,Sat May 28 11:47:50 BST 2011,5,ACTIVE,A Murray 3 - 0,1.19,406.62,1.2,7302.67,200943.9,1.2,
1306579674650,Sat May 28 11:47:54 BST 2011,5,ACTIVE,A Murray 3 - 0,1.19,406.62,1.2,7302.67,200943.9,1.2,
1306579681650,Sat May 28 11:48:01 BST 2011,5,ACTIVE,A Murray 3 - 0,1.19,406.62,1.2,6476.35,202596.58,1.2,
1306579688650,Sat May 28 11:48:08 BST 2011,5,ACTIVE,A Murray 3 - 0,1.19,317.53,1.2,6476.35,202774.77,1.19,
1306579703650,Sat May 28 11:48:23 BST 2011,5,ACTIVE,A Murray 3 - 0,1.19,317.53,1.2,6473.38,202780.7,1.2,
1306579737650,Sat May 28 11:48:57 BST 2011,5,ACTIVE,A Murray 3 - 0,1.19,317.53,1.2,6469.04,202789.36,1.2,
1306579744650,Sat May 28 11:49:04 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,829.52,1.2,6009.05,203709.36,1.2,
1306579749650,Sat May 28 11:49:09 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,829.52,1.2,5691.52,204344.42,1.2,
1306579758650,Sat May 28 11:49:18 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,829.52,1.2,5313.89,205099.69,1.2,
1306579776650,Sat May 28 11:49:36 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,829.52,1.2,4930.16,205867.14,1.2,
1306579790650,Sat May 28 11:49:50 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,829.52,1.2,4468.21,206791.05,1.2,
1306579795650,Sat May 28 11:49:55 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,829.52,1.2,4084.48,207558.5,1.2,
1306579804650,Sat May 28 11:50:04 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,829.52,1.2,3625.13,208477.2,1.2,
1306579807650,Sat May 28 11:50:07 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,821.72,1.2,3625.13,208492.8,1.18,
1306579811650,Sat May 28 11:50:11 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,821.72,1.2,3607.13,208510.8,1.2,
1306579812650,Sat May 28 11:50:12 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,821.72,1.2,3223.4,209278.27,1.2,
1306579813650,Sat May 28 11:50:13 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,821.72,1.2,2761.45,210202.16,1.2,
1306579832650,Sat May 28 11:50:32 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,821.72,1.2,2377.73,210969.62,1.2,
1306579837650,Sat May 28 11:50:37 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,821.72,1.2,2117.71,211489.64,1.2,
1306579849650,Sat May 28 11:50:49 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,801.79,1.2,2117.71,211529.5,1.18,
1306579881650,Sat May 28 11:51:21 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,801.79,1.2,1350.27,213064.42,1.2,
1306579886650,Sat May 28 11:51:26 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,801.79,1.2,888.31,213988.31,1.2,
1306579896650,Sat May 28 11:51:36 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,726.79,1.2,888.31,214138.31,1.18,
1306579897650,Sat May 28 11:51:37 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,726.79,1.24,253.86,214138.31,1.18,
1306579909650,Sat May 28 11:51:49 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,726.79,1.21,888.31,214138.31,1.18,
1306579913650,Sat May 28 11:51:53 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,713.79,1.21,888.31,214164.31,1.18,
1306579917650,Sat May 28 11:51:57 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,713.79,1.24,253.86,214164.31,1.18,
1306579925650,Sat May 28 11:52:05 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,613.79,1.23,888.31,214364.31,1.18,
1306579927650,Sat May 28 11:52:07 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,613.79,1.21,433.35,214364.31,1.18,
1306579947650,Sat May 28 11:52:27 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,613.79,1.21,311.53,214607.95,1.21,
1306579948650,Sat May 28 11:52:28 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,613.79,1.23,888.31,214607.95,1.21,
1306579971650,Sat May 28 11:52:51 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,613.79,1.22,260.01,214607.95,1.21,
1306579976650,Sat May 28 11:52:56 BST 2011,5,ACTIVE,A Murray 3 - 0,1.18,613.79,1.22,229.55,214668.86,1.22,
1306579998650,Sat May 28 11:53:18 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,26.0,1.22,229.55,214668.86,1.22,
1306580007650,Sat May 28 11:53:27 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,26.0,1.21,10.0,214729.77,1.22,
1306580016650,Sat May 28 11:53:36 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,26.0,1.21,10.0,214729.77,1.22,
1306580025650,Sat May 28 11:53:45 BST 2011,5,ACTIVE,A Murray 3 - 0,1.2,26.0,1.22,199.09,214749.77,1.21,
1306580036650,Sat May 28 11:53:56 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,173.34,1.24,253.86,214749.77,1.21,
1306580038650,Sat May 28 11:53:58 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,163.54,1.24,253.86,214769.34,1.22,
1306580039650,Sat May 28 11:53:59 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,175.72,1.24,253.86,214769.34,1.22,
1306580041650,Sat May 28 11:54:01 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,175.72,1.23,199.09,214769.34,1.22,
1306580048650,Sat May 28 11:54:08 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,163.54,1.23,86.67,214769.34,1.22,
1306580052650,Sat May 28 11:54:12 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,163.54,1.23,60.67,214821.34,1.23,
1306580053650,Sat May 28 11:54:13 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,163.54,1.23,48.48,214845.7,1.23,
1306580059650,Sat May 28 11:54:19 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,163.54,1.24,253.86,214845.7,1.23,
1306580060650,Sat May 28 11:54:20 BST 2011,5,ACTIVE,A Murray 3 - 0,1.23,288.61,1.24,253.86,214845.7,1.23,
1306580061650,Sat May 28 11:54:21 BST 2011,5,ACTIVE,A Murray 3 - 0,1.23,288.61,1.24,253.86,214845.7,1.23,
1306580062650,Sat May 28 11:54:22 BST 2011,5,ACTIVE,A Murray 3 - 0,1.23,288.61,1.24,253.86,214845.7,1.23,
1306580063650,Sat May 28 11:54:23 BST 2011,5,ACTIVE,A Murray 3 - 0,1.23,288.61,1.24,253.86,214845.7,1.23,
1306580068650,Sat May 28 11:54:28 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,3.94,1.24,90.31,215172.8,1.24,
1306580074650,Sat May 28 11:54:34 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,3.94,1.24,84.22,215184.98,1.24,
1306580076650,Sat May 28 11:54:36 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,3.94,1.27,2.48,215184.98,1.24,
1306580081650,Sat May 28 11:54:41 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,3.94,1.26,84.22,215184.98,1.24,
1306580089650,Sat May 28 11:54:49 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,3.94,1.26,84.22,215184.98,1.24,
1306580098650,Sat May 28 11:54:58 BST 2011,5,ACTIVE,A Murray 3 - 0,1.22,3.94,1.26,972.53,215184.98,1.24,
