Tennis French Open 2011 Mens Tournament Third Round Matches A Murray v Berrer 
Set Betting
Timestamp,Timestamp,Inplay delay,Market status,Selection name,BP1,BV1,LP1,LV1,Total matched,LPM
1306578552650,Sat May 28 11:29:12 BST 2011,5,ACTIVE,A Murray 3 - 0,1.45,170.74,1.5,4.61,180128.84,1.45,
1306578564650,Sat May 28 11:29:24 BST 2011,5,ACTIVE,A Murray 3 - 0,1.41,10.4,1.5,4.61,180468.84,1.45,
1306578584650,Sat May 28 11:29:44 BST 2011,5,ACTIVE,A Murray 3 - 0,1.41,184.88,1.45,60.67,180488.84,1.41,
1306578589650,Sat May 28 11:29:49 BST 2011,5,ACTIVE,A Murray 3 - 0,1.41,162.35,1.5,4.61,180533.9,1.41,
1306578614650,Sat May 28 11:30:14 BST 2011,5,ACTIVE,A Murray 3 - 0,1.42,170.0,1.5,4.61,180655.23,1.41,
1306578620650,Sat May 28 11:30:20 BST 2011,5,ACTIVE,A Murray 3 - 0,1.42,170.0,1.5,4.61,180655.23,1.41,
1306578628650,Sat May 28 11:30:28 BST 2011,5,ACTIVE,A Murray 3 - 0,1.5,95.39,1.51,2.17,180664.45,1.5,
1306578631650,Sat May 28 11:30:31 BST 2011,5,ACTIVE,A Murray 3 - 0,1.5,95.39,1.51,2.17,180664.45,1.5,
1306578632650,Sat May 28 11:30:32 BST 2011,5,ACTIVE,A Murray 3 - 0,1.5,76.91,1.51,2.17,180701.42,1.5,
1306578640650,Sat May 28 11:30:40 BST 2011,5,ACTIVE,A Murray 3 - 0,1.52,15.15,1.9,13.0,180705.77,1.51,
1306578645650,Sat May 28 11:30:45 BST 2011,5,ACTIVE,A Murray 3 - 0,1.52,15.15,1.9,13.0,180705.77,1.51,
1306578650650,Sat May 28 11:30:50 BST 2011,5,ACTIVE,A Murray 3 - 0,1.51,16.07,1.9,13.0,180857.77,1.51,
1306578651650,Sat May 28 11:30:51 BST 2011,5,ACTIVE,A Murray 3 - 0,1.42,170.0,1.9,13.0,180857.77,1.51,
1306578657650,Sat May 28 11:30:57 BST 2011,5,ACTIVE,A Murray 3 - 0,1.42,170.0,1.52,2.0,180857.77,1.51,
1306578664650,Sat May 28 11:31:04 BST 2011,5,ACTIVE,A Murray 3 - 0,1.42,170.0,1.51,16.0,180857.77,1.51,
1306578668650,Sat May 28 11:31:08 BST 2011,5,ACTIVE,A Murray 3 - 0,1.42,170.0,1.51,16.0,180857.77,1.51,
1306578669650,Sat May 28 11:31:09 BST 2011,5,ACTIVE,A Murray 3 - 0,1.42,170.0,1.52,16.0,180857.77,1.51,
1306578671650,Sat May 28 11:31:11 BST 2011,5,ACTIVE,A Murray 3 - 0,1.42,170.0,1.52,12.54,180864.7,1.52,
1306578678650,Sat May 28 11:31:18 BST 2011,5,ACTIVE,A Murray 3 - 0,1.9,34.46,960.0,39.15,180915.78,1.9,
1306578679650,Sat May 28 11:31:19 BST 2011,5,ACTIVE,A Murray 3 - 0,1.9,34.46,960.0,39.15,180915.78,1.9,
1306578682650,Sat May 28 11:31:22 BST 2011,5,ACTIVE,A Murray 3 - 0,1.9,34.46,960.0,39.15,180915.78,1.9,
1306578688650,Sat May 28 11:31:28 BST 2011,5,ACTIVE,A Murray 3 - 0,1.42,170.0,960.0,39.15,180983.78,1.9,
1306578693650,Sat May 28 11:31:33 BST 2011,5,ACTIVE,A Murray 3 - 0,1.42,170.0,1.9,66.27,180984.7,1.9,
1306578703650,Sat May 28 11:31:43 BST 2011,5,ACTIVE,A Murray 3 - 0,1.42,170.0,1.9,66.27,180984.7,1.9,
1306578704650,Sat May 28 11:31:44 BST 2011,5,ACTIVE,A Murray 3 - 0,1.42,170.0,1.9,96.27,180984.7,1.9,
1306578705650,Sat May 28 11:31:45 BST 2011,5,ACTIVE,A Murray 3 - 0,1.42,170.0,1.7,242.67,180984.7,1.9,
1306578706650,Sat May 28 11:31:46 BST 2011,5,ACTIVE,A Murray 3 - 0,1.42,170.0,1.7,242.67,180984.7,1.9,
1306578731650,Sat May 28 11:32:11 BST 2011,5,ACTIVE,A Murray 3 - 0,1.42,170.0,1.7,242.67,180984.7,1.9,
1306578737650,Sat May 28 11:32:17 BST 2011,5,ACTIVE,A Murray 3 - 0,1.41,183.74,1.7,242.67,180984.7,1.9,
1306578742650,Sat May 28 11:32:22 BST 2011,5,ACTIVE,A Murray 3 - 0,1.41,183.74,1.7,242.67,180984.7,1.9,
1306578749650,Sat May 28 11:32:29 BST 2011,5,ACTIVE,A Murray 3 - 0,1.41,183.74,1.6,200.0,180984.7,1.9,
1306578750650,Sat May 28 11:32:30 BST 2011,5,ACTIVE,A Murray 3 - 0,1.44,20.0,1.6,200.0,180984.7,1.9,
1306578751650,Sat May 28 11:32:31 BST 2011,5,ACTIVE,A Murray 3 - 0,1.45,12.0,1.6,200.0,180984.7,1.9,
1306578755650,Sat May 28 11:32:35 BST 2011,5,ACTIVE,A Murray 3 - 0,1.45,12.0,1.58,242.67,180984.7,1.9,
1306578782650,Sat May 28 11:33:02 BST 2011,5,ACTIVE,A Murray 3 - 0,1.45,12.0,1.58,242.67,180984.7,1.9,
1306578784650,Sat May 28 11:33:04 BST 2011,5,ACTIVE,A Murray 3 - 0,1.45,12.0,1.58,242.67,180984.7,1.9,
1306578795650,Sat May 28 11:33:15 BST 2011,5,ACTIVE,A Murray 3 - 0,1.45,12.0,1.58,242.67,180984.7,1.9,
1306578800650,Sat May 28 11:33:20 BST 2011,5,ACTIVE,A Murray 3 - 0,1.45,32.0,1.58,242.67,180984.7,1.9,
1306578804650,Sat May 28 11:33:24 BST 2011,5,ACTIVE,A Murray 3 - 0,1.45,22.0,1.58,242.67,181004.7,1.45,
1306578815650,Sat May 28 11:33:35 BST 2011,5,ACTIVE,A Murray 3 - 0,1.45,22.0,1.58,242.67,181004.7,1.45,
1306578819650,Sat May 28 11:33:39 BST 2011,5,ACTIVE,A Murray 3 - 0,1.45,22.0,1.58,242.67,181004.7,1.45,
1306578820650,Sat May 28 11:33:40 BST 2011,5,ACTIVE,A Murray 3 - 0,1.45,22.0,1.58,242.67,181004.7,1.45,
1306578838650,Sat May 28 11:33:58 BST 2011,5,ACTIVE,A Murray 3 - 0,1.4,986.0,1.45,27.33,181008.7,1.45,
1306578841650,Sat May 28 11:34:01 BST 2011,5,ACTIVE,A Murray 3 - 0,1.4,986.0,1.45,23.0,181008.7,1.45,
1306578853650,Sat May 28 11:34:13 BST 2011,5,ACTIVE,A Murray 3 - 0,1.4,981.67,1.45,23.0,181017.36,1.4,
1306578855650,Sat May 28 11:34:15 BST 2011,5,ACTIVE,A Murray 3 - 0,1.26,260.01,1.45,23.0,181017.36,1.4,
1306578859650,Sat May 28 11:34:19 BST 2011,5,ACTIVE,A Murray 3 - 0,1.26,260.01,1.4,13.0,181057.36,1.4,
1306578867650,Sat May 28 11:34:27 BST 2011,5,ACTIVE,A Murray 3 - 0,1.3,986.0,1.4,13.0,181057.36,1.4,
1306578875650,Sat May 28 11:34:35 BST 2011,5,ACTIVE,A Murray 3 - 0,1.3,986.0,1.45,23.0,181083.36,1.4,
1306578890650,Sat May 28 11:34:50 BST 2011,5,ACTIVE,A Murray 3 - 0,1.3,986.0,1.42,43.33,181083.36,1.4,
