Tennis French Open 2011 Mens Tournament Third Round Matches A Murray v Berrer 
Set Betting
Timestamp,Timestamp,Inplay delay,Market status,Selection name,BP1,BV1,LP1,LV1,Total matched,LPM
1306584245650,Sat May 28 13:04:05 BST 2011,5,ACTIVE,A Murray 3 - 1,4.6,87.27,8.6,136.35,1645.3,8.6,
1306584304650,Sat May 28 13:05:04 BST 2011,5,ACTIVE,A Murray 3 - 1,4.6,87.27,8.6,136.35,1645.3,8.6,
1306584317650,Sat May 28 13:05:17 BST 2011,5,ACTIVE,A Murray 3 - 1,4.6,85.89,8.6,136.35,1648.68,4.6,
1306584350650,Sat May 28 13:05:50 BST 2011,5,ACTIVE,A Murray 3 - 1,4.6,79.89,8.6,136.35,1660.68,4.6,
1306584516650,Sat May 28 13:08:36 BST 2011,5,ACTIVE,A Murray 3 - 1,4.6,79.89,9.8,2.0,1660.68,4.6,
1306584637650,Sat May 28 13:10:37 BST 2011,5,ACTIVE,A Murray 3 - 1,4.6,79.89,95.0,22.53,1662.68,9.8,
1306584714650,Sat May 28 13:11:54 BST 2011,5,ACTIVE,A Murray 3 - 1,4.6,79.89,65.0,44.2,1662.68,9.8,
1306584761650,Sat May 28 13:12:41 BST 2011,5,ACTIVE,A Murray 3 - 1,4.6,79.89,65.0,40.53,1668.08,65.0,
1306584789650,Sat May 28 13:13:09 BST 2011,5,ACTIVE,A Murray 3 - 1,4.6,79.89,65.0,19.93,1668.08,65.0,
1306584825650,Sat May 28 13:13:45 BST 2011,5,ACTIVE,A Murray 3 - 1,4.6,79.89,95.0,22.53,1668.08,65.0,
1306584870650,Sat May 28 13:14:30 BST 2011,5,ACTIVE,A Murray 3 - 1,4.6,79.89,950.0,39.15,1668.08,65.0,
1306585367650,Sat May 28 13:22:47 BST 2011,5,ACTIVE,A Murray 3 - 1,4.6,79.89,500.0,2.0,1668.08,65.0,
1306585508650,Sat May 28 13:25:08 BST 2011,5,ACTIVE,A Murray 3 - 1,4.6,79.89,950.0,39.15,1668.08,65.0,
1306585675650,Sat May 28 13:27:55 BST 2011,5,ACTIVE,A Murray 3 - 1,4.6,79.89,950.0,39.15,1668.11,900.0,
1306585705650,Sat May 28 13:28:25 BST 2011,5,ACTIVE,A Murray 3 - 1,100.0,2.0,950.0,39.15,1668.11,900.0,
1306585718650,Sat May 28 13:28:38 BST 2011,5,ACTIVE,A Murray 3 - 1,100.0,2.0,950.0,15.66,1668.11,900.0,
1306585726650,Sat May 28 13:28:46 BST 2011,5,ACTIVE,A Murray 3 - 1,100.0,2.0,-1.0,-1.0,1668.11,900.0,
1306585789650,Sat May 28 13:29:49 BST 2011,5,ACTIVE,A Murray 3 - 1,4.6,79.89,-1.0,-1.0,1668.11,900.0,
1306586044650,Sat May 28 13:34:04 BST 2011,5,SUSPENDED,A Murray 3 - 1,-1,-1,-1,-1,-1,-1,
