Tennis Collector Swedish Open 2011 Second Round Matches Wozniacki v Arvidsson 
Set Betting
Timestamp,Timestamp,Inplay delay,Market status,Selection name,Total matched,LPM
1309968410991,Wed Jul 06 17:06:50 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32429.7,1.2,
1309968411991,Wed Jul 06 17:06:51 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32429.7,1.2,
1309968412991,Wed Jul 06 17:06:52 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32429.7,1.2,
1309968415991,Wed Jul 06 17:06:55 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32429.7,1.2,
1309968416991,Wed Jul 06 17:06:56 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32429.7,1.2,
1309968418991,Wed Jul 06 17:06:58 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32467.18,1.2,
1309968430991,Wed Jul 06 17:07:10 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32467.18,1.2,
1309968434991,Wed Jul 06 17:07:14 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32467.18,1.2,
1309968436991,Wed Jul 06 17:07:16 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32467.18,1.2,
1309968439991,Wed Jul 06 17:07:19 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32467.18,1.2,
1309968446991,Wed Jul 06 17:07:26 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32467.18,1.2,
1309968450991,Wed Jul 06 17:07:30 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32467.18,1.2,
1309968455991,Wed Jul 06 17:07:35 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32467.18,1.2,
1309968472991,Wed Jul 06 17:07:52 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32556.72,1.25,
1309968484991,Wed Jul 06 17:08:04 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32574.62,1.25,
1309968495991,Wed Jul 06 17:08:15 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32574.62,1.25,
1309968505991,Wed Jul 06 17:08:25 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32574.62,1.25,
1309968513991,Wed Jul 06 17:08:33 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32574.62,1.25,
1309968518991,Wed Jul 06 17:08:38 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32839.62,1.3,
1309968520991,Wed Jul 06 17:08:40 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32839.62,1.3,
1309968521991,Wed Jul 06 17:08:41 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32929.14,1.3,
1309968529991,Wed Jul 06 17:08:49 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32929.14,1.3,
1309968530991,Wed Jul 06 17:08:50 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32929.14,1.3,
1309968532991,Wed Jul 06 17:08:52 BST 2011,5,ACTIVE,Wozniacki 2 - 0,33018.66,1.29,
1309968537991,Wed Jul 06 17:08:57 BST 2011,5,ACTIVE,Wozniacki 2 - 0,33734.86,1.3,
1309968540991,Wed Jul 06 17:09:00 BST 2011,5,ACTIVE,Wozniacki 2 - 0,34630.12,1.25,
1309968541991,Wed Jul 06 17:09:01 BST 2011,5,ACTIVE,Wozniacki 2 - 0,34719.64,1.3,
1309968544991,Wed Jul 06 17:09:04 BST 2011,5,ACTIVE,Wozniacki 2 - 0,34719.64,1.3,
1309968550991,Wed Jul 06 17:09:10 BST 2011,5,ACTIVE,Wozniacki 2 - 0,34719.64,1.3,
1309968561991,Wed Jul 06 17:09:21 BST 2011,5,ACTIVE,Wozniacki 2 - 0,35795.46,1.25,
1309968577991,Wed Jul 06 17:09:37 BST 2011,5,ACTIVE,Wozniacki 2 - 0,35795.46,1.25,
1309968581991,Wed Jul 06 17:09:41 BST 2011,5,ACTIVE,Wozniacki 2 - 0,35795.46,1.25,
1309968596991,Wed Jul 06 17:09:56 BST 2011,5,ACTIVE,Wozniacki 2 - 0,35974.52,1.3,
1309968604991,Wed Jul 06 17:10:04 BST 2011,5,ACTIVE,Wozniacki 2 - 0,35974.52,1.3,
1309968624991,Wed Jul 06 17:10:24 BST 2011,5,ACTIVE,Wozniacki 2 - 0,35974.52,1.3,
1309968632991,Wed Jul 06 17:10:32 BST 2011,5,ACTIVE,Wozniacki 2 - 0,35974.52,1.3,
1309968636991,Wed Jul 06 17:10:36 BST 2011,5,ACTIVE,Wozniacki 2 - 0,35974.52,1.3,
1309968641991,Wed Jul 06 17:10:41 BST 2011,5,ACTIVE,Wozniacki 2 - 0,35974.52,1.3,
1309968682991,Wed Jul 06 17:11:22 BST 2011,5,ACTIVE,Wozniacki 2 - 0,35974.52,1.3,
1309968712991,Wed Jul 06 17:11:52 BST 2011,5,ACTIVE,Wozniacki 2 - 0,35974.52,1.3,
1309968718991,Wed Jul 06 17:11:58 BST 2011,5,ACTIVE,Wozniacki 2 - 0,35974.52,1.3,
1309968720991,Wed Jul 06 17:12:00 BST 2011,5,ACTIVE,Wozniacki 2 - 0,35974.52,1.3,
1309968751991,Wed Jul 06 17:12:31 BST 2011,5,ACTIVE,Wozniacki 2 - 0,36869.78,1.25,
1309968758991,Wed Jul 06 17:12:38 BST 2011,5,ACTIVE,Wozniacki 2 - 0,37050.62,1.25,
1309968788991,Wed Jul 06 17:13:08 BST 2011,5,ACTIVE,Wozniacki 2 - 0,37070.32,1.25,
1309968798991,Wed Jul 06 17:13:18 BST 2011,5,ACTIVE,Wozniacki 2 - 0,37070.32,1.25,
1309968802991,Wed Jul 06 17:13:22 BST 2011,5,ACTIVE,Wozniacki 2 - 0,37070.32,1.25,
1309968838991,Wed Jul 06 17:13:58 BST 2011,5,ACTIVE,Wozniacki 2 - 0,37348.84,1.25,
1309968846991,Wed Jul 06 17:14:06 BST 2011,5,ACTIVE,Wozniacki 2 - 0,37348.84,1.25,
1309968872991,Wed Jul 06 17:14:32 BST 2011,5,ACTIVE,Wozniacki 2 - 0,37979.1,1.3,
1309968878991,Wed Jul 06 17:14:38 BST 2011,5,ACTIVE,Wozniacki 2 - 0,38088.3,1.4,
1309968883991,Wed Jul 06 17:14:43 BST 2011,5,ACTIVE,Wozniacki 2 - 0,38088.3,1.4,
1309968894991,Wed Jul 06 17:14:54 BST 2011,5,ACTIVE,Wozniacki 2 - 0,38297.78,1.29,
1309968897991,Wed Jul 06 17:14:57 BST 2011,5,ACTIVE,Wozniacki 2 - 0,38939.74,1.32,
1309968902991,Wed Jul 06 17:15:02 BST 2011,5,ACTIVE,Wozniacki 2 - 0,38939.74,1.32,
1309968905991,Wed Jul 06 17:15:05 BST 2011,5,ACTIVE,Wozniacki 2 - 0,38939.74,1.32,
1309968907991,Wed Jul 06 17:15:07 BST 2011,5,ACTIVE,Wozniacki 2 - 0,38939.74,1.32,
1309968914991,Wed Jul 06 17:15:14 BST 2011,5,ACTIVE,Wozniacki 2 - 0,38939.74,1.32,
1309968915991,Wed Jul 06 17:15:15 BST 2011,5,ACTIVE,Wozniacki 2 - 0,38939.74,1.32,
1309968916991,Wed Jul 06 17:15:16 BST 2011,5,ACTIVE,Wozniacki 2 - 0,38939.74,1.32,
1309968917991,Wed Jul 06 17:15:17 BST 2011,5,ACTIVE,Wozniacki 2 - 0,38939.74,1.32,
1309968927991,Wed Jul 06 17:15:27 BST 2011,5,ACTIVE,Wozniacki 2 - 0,38957.64,1.4,
1309968938991,Wed Jul 06 17:15:38 BST 2011,5,ACTIVE,Wozniacki 2 - 0,39132.75,1.78,
1309968942991,Wed Jul 06 17:15:42 BST 2011,5,ACTIVE,Wozniacki 2 - 0,39132.75,1.78,
1309968950991,Wed Jul 06 17:15:50 BST 2011,5,ACTIVE,Wozniacki 2 - 0,39132.75,1.78,
1309968954991,Wed Jul 06 17:15:54 BST 2011,5,ACTIVE,Wozniacki 2 - 0,39132.75,1.78,
1309968960991,Wed Jul 06 17:16:00 BST 2011,5,ACTIVE,Wozniacki 2 - 0,39150.65,3.0,
1309968977991,Wed Jul 06 17:16:17 BST 2011,5,ACTIVE,Wozniacki 2 - 0,39159.61,3.0,
1309968994991,Wed Jul 06 17:16:34 BST 2011,5,ACTIVE,Wozniacki 2 - 0,39194.75,3.0,
1309968998991,Wed Jul 06 17:16:38 BST 2011,5,ACTIVE,Wozniacki 2 - 0,39194.75,3.0,
1309969045991,Wed Jul 06 17:17:25 BST 2011,5,ACTIVE,Wozniacki 2 - 0,39194.75,3.0,
1309969049991,Wed Jul 06 17:17:29 BST 2011,5,ACTIVE,Wozniacki 2 - 0,39194.75,3.0,
1309969068991,Wed Jul 06 17:17:48 BST 2011,5,ACTIVE,Wozniacki 2 - 0,39194.75,3.0,
1309969073991,Wed Jul 06 17:17:53 BST 2011,5,ACTIVE,Wozniacki 2 - 0,39194.75,3.0,
1309969180991,Wed Jul 06 17:19:40 BST 2011,5,SUSPENDED,Wozniacki 2 - 0,-1,-1,
