Tennis Collector Swedish Open 2011 Second Round Matches Wozniacki v Arvidsson 
Set Betting
Timestamp,Timestamp,Inplay delay,Market status,Selection name,Total matched,LPM
1309966844991,Wed Jul 06 16:40:44 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15548.58,1.31,
1309966859991,Wed Jul 06 16:40:59 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15548.58,1.31,
1309966861991,Wed Jul 06 16:41:01 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15548.58,1.31,
1309966864991,Wed Jul 06 16:41:04 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15548.58,1.31,
1309966872991,Wed Jul 06 16:41:12 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15548.58,1.31,
1309966879991,Wed Jul 06 16:41:19 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15548.58,1.31,
1309966889991,Wed Jul 06 16:41:29 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15548.58,1.31,
1309966892991,Wed Jul 06 16:41:32 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15548.58,1.31,
1309966897991,Wed Jul 06 16:41:37 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15548.58,1.31,
1309966899991,Wed Jul 06 16:41:39 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15548.58,1.31,
1309966902991,Wed Jul 06 16:41:42 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15548.58,1.31,
1309966903991,Wed Jul 06 16:41:43 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15548.58,1.31,
1309966904991,Wed Jul 06 16:41:44 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15548.58,1.31,
1309966905991,Wed Jul 06 16:41:45 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15548.58,1.31,
1309966907991,Wed Jul 06 16:41:47 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15548.58,1.31,
1309966914991,Wed Jul 06 16:41:54 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15548.58,1.31,
1309966915991,Wed Jul 06 16:41:55 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15587.42,1.24,
1309966924991,Wed Jul 06 16:42:04 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15587.42,1.24,
1309966926991,Wed Jul 06 16:42:06 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15587.42,1.24,
1309966944991,Wed Jul 06 16:42:24 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15587.42,1.24,
1309966950991,Wed Jul 06 16:42:30 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15607.12,1.25,
1309966951991,Wed Jul 06 16:42:31 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15607.12,1.25,
1309966952991,Wed Jul 06 16:42:32 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15607.12,1.25,
1309966953991,Wed Jul 06 16:42:33 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15607.12,1.25,
1309966955991,Wed Jul 06 16:42:35 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15607.12,1.25,
1309966956991,Wed Jul 06 16:42:36 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15607.12,1.25,
1309966957991,Wed Jul 06 16:42:37 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15607.12,1.25,
1309966961991,Wed Jul 06 16:42:41 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15607.12,1.25,
1309966964991,Wed Jul 06 16:42:44 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15607.12,1.25,
1309966969991,Wed Jul 06 16:42:49 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15786.18,1.29,
1309966972991,Wed Jul 06 16:42:52 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15786.18,1.29,
1309966986991,Wed Jul 06 16:43:06 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15786.18,1.29,
1309966987991,Wed Jul 06 16:43:07 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15786.18,1.29,
1309966999991,Wed Jul 06 16:43:19 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15786.18,1.29,
1309967004991,Wed Jul 06 16:43:24 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15786.18,1.29,
1309967010991,Wed Jul 06 16:43:30 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15822.0,1.29,
1309967012991,Wed Jul 06 16:43:32 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15822.0,1.29,
1309967019991,Wed Jul 06 16:43:39 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15822.0,1.29,
1309967054991,Wed Jul 06 16:44:14 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15822.0,1.29,
1309967057991,Wed Jul 06 16:44:17 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15822.0,1.29,
1309967061991,Wed Jul 06 16:44:21 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15822.0,1.29,
1309967068991,Wed Jul 06 16:44:28 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15822.0,1.29,
1309967069991,Wed Jul 06 16:44:29 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15829.0,1.31,
1309967078991,Wed Jul 06 16:44:38 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15829.0,1.31,
1309967088991,Wed Jul 06 16:44:48 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15829.0,1.31,
1309967094991,Wed Jul 06 16:44:54 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15868.4,1.36,
1309967106991,Wed Jul 06 16:45:06 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15868.4,1.36,
1309967126991,Wed Jul 06 16:45:26 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15868.4,1.36,
1309967135991,Wed Jul 06 16:45:35 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15868.4,1.36,
1309967142991,Wed Jul 06 16:45:42 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15871.98,1.3,
1309967160991,Wed Jul 06 16:46:00 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15871.98,1.3,
1309967169991,Wed Jul 06 16:46:09 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15956.92,1.24,
1309967189991,Wed Jul 06 16:46:29 BST 2011,5,ACTIVE,Wozniacki 2 - 0,15960.5,1.24,
1309967200991,Wed Jul 06 16:46:40 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16006.88,1.23,
1309967209991,Wed Jul 06 16:46:49 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16006.88,1.23,
1309967232991,Wed Jul 06 16:47:12 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16006.88,1.23,
1309967240991,Wed Jul 06 16:47:20 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16065.98,1.29,
1309967244991,Wed Jul 06 16:47:24 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16065.98,1.29,
1309967251991,Wed Jul 06 16:47:31 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16065.98,1.29,
1309967253991,Wed Jul 06 16:47:33 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16065.98,1.29,
1309967258991,Wed Jul 06 16:47:38 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16065.98,1.29,
1309967261991,Wed Jul 06 16:47:41 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16065.98,1.29,
1309967263991,Wed Jul 06 16:47:43 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16065.98,1.29,
1309967270991,Wed Jul 06 16:47:50 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16065.98,1.29,
1309967278991,Wed Jul 06 16:47:58 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16065.98,1.29,
1309967287991,Wed Jul 06 16:48:07 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16070.1,1.36,
1309967303991,Wed Jul 06 16:48:23 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16070.1,1.36,
1309967336991,Wed Jul 06 16:48:56 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16070.1,1.36,
1309967351991,Wed Jul 06 16:49:11 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16446.06,1.36,
1309967369991,Wed Jul 06 16:49:29 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16569.72,1.33,
1309967371991,Wed Jul 06 16:49:31 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16569.72,1.33,
1309967374991,Wed Jul 06 16:49:34 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16569.72,1.33,
1309967378991,Wed Jul 06 16:49:38 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16569.72,1.33,
1309967393991,Wed Jul 06 16:49:53 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16569.72,1.33,
1309967435991,Wed Jul 06 16:50:35 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16569.72,1.33,
1309967437991,Wed Jul 06 16:50:37 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16569.72,1.33,
1309967467991,Wed Jul 06 16:51:07 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16569.72,1.33,
1309967471991,Wed Jul 06 16:51:11 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16569.72,1.33,
1309967479991,Wed Jul 06 16:51:19 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16617.72,1.25,
1309967490991,Wed Jul 06 16:51:30 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16617.72,1.25,
1309967496991,Wed Jul 06 16:51:36 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16617.72,1.25,
1309967502991,Wed Jul 06 16:51:42 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16617.72,1.25,
1309967507991,Wed Jul 06 16:51:47 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16617.72,1.25,
1309967514991,Wed Jul 06 16:51:54 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16617.72,1.25,
1309967572991,Wed Jul 06 16:52:52 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16617.72,1.25,
1309967590991,Wed Jul 06 16:53:10 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16617.72,1.25,
1309967599991,Wed Jul 06 16:53:19 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16617.72,1.25,
1309967605991,Wed Jul 06 16:53:25 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16617.72,1.25,
1309967613991,Wed Jul 06 16:53:33 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16617.72,1.25,
1309967621991,Wed Jul 06 16:53:41 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16617.72,1.25,
1309967626991,Wed Jul 06 16:53:46 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16617.72,1.25,
1309967631991,Wed Jul 06 16:53:51 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16617.72,1.25,
1309967643991,Wed Jul 06 16:54:03 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16886.3,1.39,
1309967648991,Wed Jul 06 16:54:08 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16886.3,1.39,
1309967653991,Wed Jul 06 16:54:13 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16886.3,1.39,
1309967658991,Wed Jul 06 16:54:18 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16886.3,1.39,
1309967673991,Wed Jul 06 16:54:33 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16886.3,1.39,
1309967676991,Wed Jul 06 16:54:36 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16886.3,1.39,
1309967683991,Wed Jul 06 16:54:43 BST 2011,5,ACTIVE,Wozniacki 2 - 0,16886.3,1.39,
1309967704991,Wed Jul 06 16:55:04 BST 2011,5,ACTIVE,Wozniacki 2 - 0,18256.3,1.26,
1309967706991,Wed Jul 06 16:55:06 BST 2011,5,ACTIVE,Wozniacki 2 - 0,18256.3,1.26,
1309967712991,Wed Jul 06 16:55:12 BST 2011,5,ACTIVE,Wozniacki 2 - 0,18256.3,1.26,
1309967726991,Wed Jul 06 16:55:26 BST 2011,5,ACTIVE,Wozniacki 2 - 0,18256.3,1.26,
1309967729991,Wed Jul 06 16:55:29 BST 2011,5,ACTIVE,Wozniacki 2 - 0,18276.0,1.39,
1309967731991,Wed Jul 06 16:55:31 BST 2011,5,ACTIVE,Wozniacki 2 - 0,18276.0,1.39,
1309967759991,Wed Jul 06 16:55:59 BST 2011,5,ACTIVE,Wozniacki 2 - 0,18276.0,1.39,
1309967773991,Wed Jul 06 16:56:13 BST 2011,5,ACTIVE,Wozniacki 2 - 0,18757.46,1.26,
1309967790991,Wed Jul 06 16:56:30 BST 2011,5,ACTIVE,Wozniacki 2 - 0,19115.56,1.21,
1309967795991,Wed Jul 06 16:56:35 BST 2011,5,ACTIVE,Wozniacki 2 - 0,19513.06,1.21,
1309967805991,Wed Jul 06 16:56:45 BST 2011,5,ACTIVE,Wozniacki 2 - 0,19930.26,1.26,
1309967809991,Wed Jul 06 16:56:49 BST 2011,5,ACTIVE,Wozniacki 2 - 0,19983.98,1.21,
1309967811991,Wed Jul 06 16:56:51 BST 2011,5,ACTIVE,Wozniacki 2 - 0,19983.98,1.21,
1309967818991,Wed Jul 06 16:56:58 BST 2011,5,ACTIVE,Wozniacki 2 - 0,20183.98,1.21,
1309967827991,Wed Jul 06 16:57:07 BST 2011,5,ACTIVE,Wozniacki 2 - 0,20542.08,1.21,
1309967829991,Wed Jul 06 16:57:09 BST 2011,5,ACTIVE,Wozniacki 2 - 0,20542.08,1.21,
1309967832991,Wed Jul 06 16:57:12 BST 2011,5,ACTIVE,Wozniacki 2 - 0,22358.2,1.21,
1309967833991,Wed Jul 06 16:57:13 BST 2011,5,ACTIVE,Wozniacki 2 - 0,22616.76,1.2,
1309967834991,Wed Jul 06 16:57:14 BST 2011,5,ACTIVE,Wozniacki 2 - 0,22616.76,1.2,
1309967841991,Wed Jul 06 16:57:21 BST 2011,5,ACTIVE,Wozniacki 2 - 0,22616.76,1.2,
1309967859991,Wed Jul 06 16:57:39 BST 2011,5,ACTIVE,Wozniacki 2 - 0,22616.76,1.2,
1309967865991,Wed Jul 06 16:57:45 BST 2011,5,ACTIVE,Wozniacki 2 - 0,22616.76,1.2,
1309967866991,Wed Jul 06 16:57:46 BST 2011,5,ACTIVE,Wozniacki 2 - 0,22616.76,1.2,
1309967876991,Wed Jul 06 16:57:56 BST 2011,5,ACTIVE,Wozniacki 2 - 0,22616.76,1.2,
1309967883991,Wed Jul 06 16:58:03 BST 2011,5,ACTIVE,Wozniacki 2 - 0,22656.14,1.21,
1309967886991,Wed Jul 06 16:58:06 BST 2011,5,ACTIVE,Wozniacki 2 - 0,22656.14,1.21,
1309967889991,Wed Jul 06 16:58:09 BST 2011,5,ACTIVE,Wozniacki 2 - 0,22659.72,1.2,
1309967891991,Wed Jul 06 16:58:11 BST 2011,5,ACTIVE,Wozniacki 2 - 0,22669.72,1.2,
1309967896991,Wed Jul 06 16:58:16 BST 2011,5,ACTIVE,Wozniacki 2 - 0,22669.72,1.2,
1309967961991,Wed Jul 06 16:59:21 BST 2011,5,ACTIVE,Wozniacki 2 - 0,23564.96,1.17,
1309967963991,Wed Jul 06 16:59:23 BST 2011,5,ACTIVE,Wozniacki 2 - 0,23564.96,1.17,
1309967988991,Wed Jul 06 16:59:48 BST 2011,5,ACTIVE,Wozniacki 2 - 0,23564.96,1.17,
1309968014991,Wed Jul 06 17:00:14 BST 2011,5,ACTIVE,Wozniacki 2 - 0,24028.7,1.17,
1309968027991,Wed Jul 06 17:00:27 BST 2011,5,ACTIVE,Wozniacki 2 - 0,24825.16,1.16,
1309968033991,Wed Jul 06 17:00:33 BST 2011,5,ACTIVE,Wozniacki 2 - 0,24825.16,1.16,
1309968042991,Wed Jul 06 17:00:42 BST 2011,5,ACTIVE,Wozniacki 2 - 0,24843.16,1.15,
1309968046991,Wed Jul 06 17:00:46 BST 2011,5,ACTIVE,Wozniacki 2 - 0,24843.16,1.15,
1309968058991,Wed Jul 06 17:00:58 BST 2011,5,ACTIVE,Wozniacki 2 - 0,24848.58,1.17,
1309968077991,Wed Jul 06 17:01:17 BST 2011,5,ACTIVE,Wozniacki 2 - 0,24862.16,1.15,
1309968078991,Wed Jul 06 17:01:18 BST 2011,5,ACTIVE,Wozniacki 2 - 0,24862.16,1.15,
1309968110991,Wed Jul 06 17:01:50 BST 2011,5,ACTIVE,Wozniacki 2 - 0,24862.16,1.15,
1309968148991,Wed Jul 06 17:02:28 BST 2011,5,ACTIVE,Wozniacki 2 - 0,25050.16,1.15,
1309968154991,Wed Jul 06 17:02:34 BST 2011,5,ACTIVE,Wozniacki 2 - 0,25050.16,1.15,
1309968166991,Wed Jul 06 17:02:46 BST 2011,5,ACTIVE,Wozniacki 2 - 0,25146.84,1.15,
1309968169991,Wed Jul 06 17:02:49 BST 2011,5,ACTIVE,Wozniacki 2 - 0,25152.22,1.15,
1309968174991,Wed Jul 06 17:02:54 BST 2011,5,ACTIVE,Wozniacki 2 - 0,25725.82,1.15,
1309968177991,Wed Jul 06 17:02:57 BST 2011,5,ACTIVE,Wozniacki 2 - 0,25725.82,1.15,
1309968183991,Wed Jul 06 17:03:03 BST 2011,5,ACTIVE,Wozniacki 2 - 0,25725.82,1.15,
1309968185991,Wed Jul 06 17:03:05 BST 2011,5,ACTIVE,Wozniacki 2 - 0,25725.82,1.15,
1309968188991,Wed Jul 06 17:03:08 BST 2011,5,ACTIVE,Wozniacki 2 - 0,25725.82,1.15,
1309968193991,Wed Jul 06 17:03:13 BST 2011,5,ACTIVE,Wozniacki 2 - 0,25725.82,1.15,
1309968198991,Wed Jul 06 17:03:18 BST 2011,5,ACTIVE,Wozniacki 2 - 0,25725.82,1.15,
1309968200991,Wed Jul 06 17:03:20 BST 2011,5,ACTIVE,Wozniacki 2 - 0,25725.82,1.15,
1309968210991,Wed Jul 06 17:03:30 BST 2011,5,ACTIVE,Wozniacki 2 - 0,25725.82,1.15,
1309968231991,Wed Jul 06 17:03:51 BST 2011,5,ACTIVE,Wozniacki 2 - 0,25749.1,1.13,
1309968238991,Wed Jul 06 17:03:58 BST 2011,5,ACTIVE,Wozniacki 2 - 0,25767.0,1.13,
1309968256991,Wed Jul 06 17:04:16 BST 2011,5,ACTIVE,Wozniacki 2 - 0,25815.34,1.13,
1309968278991,Wed Jul 06 17:04:38 BST 2011,5,ACTIVE,Wozniacki 2 - 0,26514.82,1.12,
1309968293991,Wed Jul 06 17:04:53 BST 2011,5,ACTIVE,Wozniacki 2 - 0,26514.82,1.12,
1309968297991,Wed Jul 06 17:04:57 BST 2011,5,ACTIVE,Wozniacki 2 - 0,26514.82,1.12,
1309968305991,Wed Jul 06 17:05:05 BST 2011,5,ACTIVE,Wozniacki 2 - 0,26514.82,1.12,
1309968315991,Wed Jul 06 17:05:15 BST 2011,5,ACTIVE,Wozniacki 2 - 0,26514.82,1.12,
1309968322991,Wed Jul 06 17:05:22 BST 2011,5,ACTIVE,Wozniacki 2 - 0,26547.44,1.1,
1309968328991,Wed Jul 06 17:05:28 BST 2011,5,ACTIVE,Wozniacki 2 - 0,26547.44,1.1,
1309968335991,Wed Jul 06 17:05:35 BST 2011,5,ACTIVE,Wozniacki 2 - 0,26548.86,1.1,
1309968336991,Wed Jul 06 17:05:36 BST 2011,5,ACTIVE,Wozniacki 2 - 0,26603.32,1.1,
1309968341991,Wed Jul 06 17:05:41 BST 2011,5,ACTIVE,Wozniacki 2 - 0,27000.82,1.1,
1309968360991,Wed Jul 06 17:06:00 BST 2011,5,ACTIVE,Wozniacki 2 - 0,30547.44,1.1,
1309968364991,Wed Jul 06 17:06:04 BST 2011,5,ACTIVE,Wozniacki 2 - 0,30905.54,1.12,
1309968367991,Wed Jul 06 17:06:07 BST 2011,5,ACTIVE,Wozniacki 2 - 0,30969.88,1.1,
1309968378991,Wed Jul 06 17:06:18 BST 2011,5,ACTIVE,Wozniacki 2 - 0,30969.88,1.1,
1309968393991,Wed Jul 06 17:06:33 BST 2011,5,ACTIVE,Wozniacki 2 - 0,31173.24,1.19,
1309968397991,Wed Jul 06 17:06:37 BST 2011,5,ACTIVE,Wozniacki 2 - 0,31889.44,1.19,
1309968398991,Wed Jul 06 17:06:38 BST 2011,5,ACTIVE,Wozniacki 2 - 0,32093.56,1.19,
