Tennis Sony Ericsson Open 2011 Womens Tournament The Final Sharapova v Azarenka 
Match Odds
Timestamp,Inplay delay,Market status,Selection name,BP1,BV1,LP1,LV1,Total matched,LPM
Sat Apr 02 18:00:16 BST 2011,5,ACTIVE,Maria Sharapova,2.96,44.38,3.6,22.49,162908.27,3.2,
Sat Apr 02 18:00:17 BST 2011,5,ACTIVE,Maria Sharapova,3.1,6720.82,3.3,17.65,162908.27,3.2,
Sat Apr 02 18:00:23 BST 2011,5,ACTIVE,Maria Sharapova,3.1,6720.82,3.3,17.65,162908.27,3.2,
Sat Apr 02 18:00:25 BST 2011,5,ACTIVE,Maria Sharapova,3.1,6720.82,3.3,17.65,162912.67,3.2,
Sat Apr 02 18:00:27 BST 2011,5,ACTIVE,Maria Sharapova,3.1,6720.82,3.3,17.65,162925.9,3.2,
Sat Apr 02 18:00:28 BST 2011,5,ACTIVE,Maria Sharapova,3.1,6720.82,3.25,2.64,163121.92,3.2,
Sat Apr 02 18:00:30 BST 2011,5,ACTIVE,Maria Sharapova,3.1,6720.82,3.25,2.64,163126.92,3.2,
Sat Apr 02 18:00:31 BST 2011,5,ACTIVE,Maria Sharapova,3.1,6720.82,3.25,2.64,163131.33,3.2,
Sat Apr 02 18:00:33 BST 2011,5,ACTIVE,Maria Sharapova,3.1,6720.82,3.25,2.64,163166.66,3.2,
Sat Apr 02 18:00:35 BST 2011,5,ACTIVE,Maria Sharapova,3.1,6720.82,3.6,22.49,163186.95,3.3,
Sat Apr 02 18:00:38 BST 2011,5,ACTIVE,Maria Sharapova,3.1,6720.82,3.6,22.49,163204.62,3.4,
Sat Apr 02 18:00:41 BST 2011,5,ACTIVE,Maria Sharapova,3.1,6720.82,3.6,22.49,163263.83,3.4,
Sat Apr 02 18:00:42 BST 2011,5,ACTIVE,Maria Sharapova,3.1,6720.82,3.6,22.49,164047.88,3.4,
Sat Apr 02 18:00:53 BST 2011,5,ACTIVE,Maria Sharapova,3.1,6720.82,3.6,22.49,164465.36,3.4,
Sat Apr 02 18:00:58 BST 2011,5,ACTIVE,Maria Sharapova,3.1,6720.82,3.6,22.49,164483.02,3.4,
Sat Apr 02 18:01:03 BST 2011,5,ACTIVE,Maria Sharapova,2.9,44.38,3.6,22.49,164483.02,3.4,
Sat Apr 02 18:01:04 BST 2011,5,ACTIVE,Maria Sharapova,2.9,44.38,3.6,22.49,164486.14,3.4,
Sat Apr 02 18:01:05 BST 2011,5,ACTIVE,Maria Sharapova,2.9,44.38,3.6,22.49,164494.1,3.4,
Sat Apr 02 18:01:12 BST 2011,5,ACTIVE,Maria Sharapova,2.9,44.38,3.4,6.8,164494.1,3.4,
Sat Apr 02 18:01:13 BST 2011,5,ACTIVE,Maria Sharapova,2.9,44.38,3.4,6.8,164494.1,3.4,
Sat Apr 02 18:01:15 BST 2011,5,ACTIVE,Maria Sharapova,2.9,44.38,3.4,5.04,164494.1,3.4,
Sat Apr 02 18:01:21 BST 2011,5,ACTIVE,Maria Sharapova,2.9,44.38,3.4,6.8,164494.1,3.4,
Sat Apr 02 18:01:24 BST 2011,5,ACTIVE,Maria Sharapova,2.9,44.38,3.4,5.04,164494.1,3.4,
Sat Apr 02 18:01:26 BST 2011,5,ACTIVE,Maria Sharapova,2.9,44.38,3.1,155.9,164494.1,3.4,
Sat Apr 02 18:01:27 BST 2011,5,ACTIVE,Maria Sharapova,2.9,44.38,3.1,154.13,164497.62,3.1,
Sat Apr 02 18:01:28 BST 2011,5,ACTIVE,Maria Sharapova,2.9,44.38,3.1,83.08,164639.73,3.1,
Sat Apr 02 18:01:33 BST 2011,5,ACTIVE,Maria Sharapova,2.9,44.38,3.1,83.08,164639.73,3.1,
Sat Apr 02 18:01:34 BST 2011,5,ACTIVE,Maria Sharapova,2.9,44.38,3.4,10.04,164882.81,3.15,
Sat Apr 02 18:01:36 BST 2011,5,ACTIVE,Maria Sharapova,2.9,44.38,3.05,3.11,164884.6,3.0,
Sat Apr 02 18:01:37 BST 2011,5,ACTIVE,Maria Sharapova,2.94,2.0,3.05,3.11,164902.6,3.0,
Sat Apr 02 18:01:40 BST 2011,5,ACTIVE,Maria Sharapova,2.94,2.0,3.05,1062.62,164902.6,3.0,
Sat Apr 02 18:01:42 BST 2011,5,ACTIVE,Maria Sharapova,2.94,2.0,3.05,11.94,164902.6,3.0,
Sat Apr 02 18:01:43 BST 2011,5,ACTIVE,Maria Sharapova,2.94,2.0,3.05,11.94,164904.38,3.0,
Sat Apr 02 18:01:45 BST 2011,5,ACTIVE,Maria Sharapova,2.94,2.0,3.4,5.04,164916.31,3.05,
Sat Apr 02 18:01:46 BST 2011,5,ACTIVE,Maria Sharapova,3.05,1067.62,3.6,29.55,164921.36,3.4,
Sat Apr 02 18:01:47 BST 2011,5,ACTIVE,Maria Sharapova,3.05,5.0,3.6,29.55,164921.36,3.4,
Sat Apr 02 18:01:48 BST 2011,5,ACTIVE,Maria Sharapova,3.05,5.0,3.6,29.55,164926.36,3.55,
Sat Apr 02 18:01:49 BST 2011,5,ACTIVE,Maria Sharapova,3.4,6720.82,3.6,29.55,164926.36,3.55,
Sat Apr 02 18:01:55 BST 2011,5,ACTIVE,Maria Sharapova,3.4,6720.82,3.6,29.55,164933.45,3.5,
Sat Apr 02 18:01:56 BST 2011,5,ACTIVE,Maria Sharapova,3.4,6720.82,3.6,22.49,164933.45,3.5,
Sat Apr 02 18:01:58 BST 2011,5,ACTIVE,Maria Sharapova,3.4,6720.82,3.6,20.73,164937.0,3.6,
Sat Apr 02 18:02:01 BST 2011,5,ACTIVE,Maria Sharapova,3.45,2.0,3.6,20.73,164937.0,3.6,
Sat Apr 02 18:02:03 BST 2011,5,ACTIVE,Maria Sharapova,3.45,2.0,3.55,13.71,164937.0,3.6,
Sat Apr 02 18:02:05 BST 2011,5,ACTIVE,Maria Sharapova,3.45,2.0,3.55,13.71,164948.23,3.5,
Sat Apr 02 18:02:06 BST 2011,5,ACTIVE,Maria Sharapova,3.45,2.0,3.55,10.59,164951.2,3.5,
Sat Apr 02 18:02:08 BST 2011,5,ACTIVE,Maria Sharapova,3.45,2.0,3.55,10.59,164968.88,3.5,
Sat Apr 02 18:02:09 BST 2011,5,ACTIVE,Maria Sharapova,3.45,2.0,3.55,10.59,164974.8,3.5,
Sat Apr 02 18:02:10 BST 2011,5,ACTIVE,Maria Sharapova,3.45,2.0,3.5,2.0,164974.8,3.5,
Sat Apr 02 18:02:12 BST 2011,5,ACTIVE,Maria Sharapova,3.45,2.0,3.5,5.11,164974.8,3.5,
Sat Apr 02 18:02:15 BST 2011,5,ACTIVE,Maria Sharapova,3.45,2.0,3.5,12.83,164974.8,3.5,
Sat Apr 02 18:02:16 BST 2011,5,ACTIVE,Maria Sharapova,3.45,2.0,3.5,12.83,164974.8,3.5,
Sat Apr 02 18:02:17 BST 2011,5,ACTIVE,Maria Sharapova,3.45,2.0,3.5,17.65,164987.62,3.5,
Sat Apr 02 18:02:18 BST 2011,5,ACTIVE,Maria Sharapova,3.45,2.0,3.5,13.15,164992.12,3.5,
Sat Apr 02 18:02:21 BST 2011,5,ACTIVE,Maria Sharapova,3.45,2.0,3.5,14.92,164992.12,3.5,
Sat Apr 02 18:02:27 BST 2011,5,ACTIVE,Maria Sharapova,3.4,6720.82,3.8,35.31,165111.67,3.75,
Sat Apr 02 18:02:28 BST 2011,5,ACTIVE,Maria Sharapova,3.4,6720.82,4.0,4.0,165146.98,3.8,
Sat Apr 02 18:02:29 BST 2011,5,ACTIVE,Maria Sharapova,3.4,6720.82,4.0,4.0,165149.48,3.75,
Sat Apr 02 18:02:30 BST 2011,5,ACTIVE,Maria Sharapova,3.75,441.46,4.0,4.0,165149.48,3.75,
Sat Apr 02 18:02:31 BST 2011,5,ACTIVE,Maria Sharapova,3.75,441.46,4.0,4.0,165151.97,3.85,
Sat Apr 02 18:02:33 BST 2011,5,ACTIVE,Maria Sharapova,3.75,441.46,4.0,4.0,165156.97,3.85,
Sat Apr 02 18:02:34 BST 2011,5,ACTIVE,Maria Sharapova,3.4,6720.82,4.0,4.0,165156.97,3.85,
Sat Apr 02 18:02:38 BST 2011,5,ACTIVE,Maria Sharapova,3.4,6720.82,4.0,4.0,165161.38,3.9,
Sat Apr 02 18:02:39 BST 2011,5,ACTIVE,Maria Sharapova,3.8,441.46,4.0,4.0,165163.38,3.9,
Sat Apr 02 18:02:40 BST 2011,5,ACTIVE,Maria Sharapova,3.8,441.46,4.0,4.0,165167.9,3.95,
Sat Apr 02 18:02:41 BST 2011,5,ACTIVE,Maria Sharapova,3.8,441.46,4.0,4.0,165175.23,3.85,
Sat Apr 02 18:02:42 BST 2011,5,ACTIVE,Maria Sharapova,3.8,441.46,4.0,4.0,165177.1,3.9,
Sat Apr 02 18:02:43 BST 2011,5,ACTIVE,Maria Sharapova,3.8,441.46,4.0,4.0,165181.1,3.9,
Sat Apr 02 18:02:46 BST 2011,5,ACTIVE,Maria Sharapova,3.8,441.46,4.2,2.0,165196.33,3.9,
Sat Apr 02 18:02:48 BST 2011,5,ACTIVE,Maria Sharapova,3.8,441.46,4.2,2.0,165198.33,3.9,
Sat Apr 02 18:02:49 BST 2011,5,ACTIVE,Maria Sharapova,3.8,441.46,4.2,2.0,165273.97,3.9,
Sat Apr 02 18:02:52 BST 2011,5,ACTIVE,Maria Sharapova,3.8,441.46,4.0,88.29,165282.8,3.9,
Sat Apr 02 18:02:53 BST 2011,5,ACTIVE,Maria Sharapova,3.8,441.46,4.2,2.0,165372.86,4.0,
Sat Apr 02 18:02:54 BST 2011,5,ACTIVE,Maria Sharapova,3.8,441.46,4.2,2.0,165390.52,3.9,
Sat Apr 02 18:02:55 BST 2011,5,ACTIVE,Maria Sharapova,3.8,441.46,4.2,2.0,165461.7,3.9,
Sat Apr 02 18:02:56 BST 2011,5,ACTIVE,Maria Sharapova,3.8,441.46,4.0,250.0,165474.94,3.9,
Sat Apr 02 18:02:57 BST 2011,5,ACTIVE,Maria Sharapova,3.8,441.46,4.0,250.0,165476.7,3.9,
Sat Apr 02 18:02:59 BST 2011,5,ACTIVE,Maria Sharapova,3.8,441.46,4.0,220.56,165523.81,4.0,
Sat Apr 02 18:03:00 BST 2011,5,ACTIVE,Maria Sharapova,3.8,441.46,4.2,2.0,165744.38,4.0,
Sat Apr 02 18:03:01 BST 2011,5,ACTIVE,Maria Sharapova,3.8,441.46,4.2,2.0,165762.03,3.9,
Sat Apr 02 18:03:02 BST 2011,5,ACTIVE,Maria Sharapova,3.8,441.46,4.2,2.0,165771.73,3.9,
Sat Apr 02 18:03:03 BST 2011,5,ACTIVE,Maria Sharapova,3.55,2.14,4.2,2.0,165771.73,3.9,
Sat Apr 02 18:03:05 BST 2011,5,ACTIVE,Maria Sharapova,3.95,25.0,4.2,2.0,165771.73,3.9,
Sat Apr 02 18:03:06 BST 2011,5,ACTIVE,Maria Sharapova,3.55,2.14,4.1,12.89,165947.55,3.9,
Sat Apr 02 18:03:07 BST 2011,5,ACTIVE,Maria Sharapova,3.55,2.14,4.1,12.89,165978.45,3.9,
Sat Apr 02 18:03:08 BST 2011,5,ACTIVE,Maria Sharapova,3.55,2.14,3.95,4.41,166066.73,3.9,
Sat Apr 02 18:03:09 BST 2011,5,ACTIVE,Maria Sharapova,3.55,2.14,4.1,12.89,166066.73,3.9,
Sat Apr 02 18:03:10 BST 2011,5,ACTIVE,Maria Sharapova,3.55,2.14,3.9,47.36,166066.73,3.9,
Sat Apr 02 18:03:11 BST 2011,5,ACTIVE,Maria Sharapova,3.55,2.14,3.9,56.19,166066.73,3.9,
Sat Apr 02 18:03:12 BST 2011,5,ACTIVE,Maria Sharapova,3.55,2.14,3.9,187.18,166066.73,3.9,
Sat Apr 02 18:03:13 BST 2011,5,ACTIVE,Maria Sharapova,3.55,2.14,3.9,187.18,166066.73,3.9,
Sat Apr 02 18:03:14 BST 2011,5,ACTIVE,Maria Sharapova,3.55,2.14,3.9,187.18,166072.9,3.8,
Sat Apr 02 18:03:15 BST 2011,5,ACTIVE,Maria Sharapova,3.55,2.14,3.9,201.59,166072.9,3.8,
Sat Apr 02 18:03:16 BST 2011,5,ACTIVE,Maria Sharapova,3.55,2.14,3.9,208.65,166072.9,3.8,
Sat Apr 02 18:03:17 BST 2011,5,ACTIVE,Maria Sharapova,3.55,2.14,3.9,339.33,166072.9,3.8,
Sat Apr 02 18:03:18 BST 2011,5,ACTIVE,Maria Sharapova,3.55,2.14,3.9,329.33,166072.9,3.8,
Sat Apr 02 18:03:19 BST 2011,5,ACTIVE,Maria Sharapova,3.55,2.14,3.75,90.91,166072.9,3.8,
Sat Apr 02 18:03:22 BST 2011,5,ACTIVE,Maria Sharapova,3.55,2.14,3.75,90.91,166072.9,3.8,
Sat Apr 02 18:03:23 BST 2011,5,ACTIVE,Maria Sharapova,3.55,2.14,3.75,90.91,166120.28,3.6,
Sat Apr 02 18:03:26 BST 2011,5,ACTIVE,Maria Sharapova,3.65,666.0,3.75,90.91,166146.7,3.7,
Sat Apr 02 18:03:28 BST 2011,5,ACTIVE,Maria Sharapova,3.65,666.0,3.75,90.91,166146.7,3.7,
Sat Apr 02 18:03:29 BST 2011,5,ACTIVE,Maria Sharapova,3.65,666.0,3.75,90.91,166161.78,3.7,
Sat Apr 02 18:03:30 BST 2011,5,ACTIVE,Maria Sharapova,3.65,666.0,3.9,150.09,166163.55,3.7,
Sat Apr 02 18:03:31 BST 2011,5,ACTIVE,Maria Sharapova,3.65,666.0,3.9,150.09,166163.55,3.7,
Sat Apr 02 18:03:32 BST 2011,5,ACTIVE,Maria Sharapova,3.75,17.65,3.9,150.09,166163.55,3.7,
Sat Apr 02 18:03:37 BST 2011,5,ACTIVE,Maria Sharapova,3.75,17.65,3.9,17.65,166163.55,3.7,
Sat Apr 02 18:03:38 BST 2011,5,ACTIVE,Maria Sharapova,3.75,17.65,3.9,17.65,166163.55,3.7,
Sat Apr 02 18:03:39 BST 2011,5,ACTIVE,Maria Sharapova,3.65,666.0,3.9,17.65,166163.55,3.7,
Sat Apr 02 18:03:41 BST 2011,5,ACTIVE,Maria Sharapova,3.65,666.0,3.75,132.43,166163.55,3.7,
Sat Apr 02 18:03:43 BST 2011,5,ACTIVE,Maria Sharapova,3.65,666.0,3.75,132.43,166163.55,3.7,
Sat Apr 02 18:03:46 BST 2011,5,ACTIVE,Maria Sharapova,3.65,666.0,3.75,132.43,166166.05,3.7,
Sat Apr 02 18:03:47 BST 2011,5,ACTIVE,Maria Sharapova,3.65,666.0,3.75,144.43,166168.53,3.7,
Sat Apr 02 18:03:49 BST 2011,5,ACTIVE,Maria Sharapova,3.55,2.14,3.75,150.67,166178.53,3.7,
Sat Apr 02 18:03:52 BST 2011,5,ACTIVE,Maria Sharapova,3.55,2.14,3.75,236.68,166178.53,3.7,
Sat Apr 02 18:03:54 BST 2011,5,ACTIVE,Maria Sharapova,3.35,49.15,3.75,236.68,166200.67,3.5,
Sat Apr 02 18:03:56 BST 2011,5,ACTIVE,Maria Sharapova,3.35,49.15,3.75,236.68,166200.67,3.5,
Sat Apr 02 18:03:58 BST 2011,5,ACTIVE,Maria Sharapova,3.35,49.15,3.65,200.0,166200.67,3.5,
Sat Apr 02 18:04:01 BST 2011,5,ACTIVE,Maria Sharapova,3.35,49.15,3.65,220.0,166200.67,3.5,
Sat Apr 02 18:04:02 BST 2011,5,ACTIVE,Maria Sharapova,3.35,49.15,3.6,96.15,166200.67,3.5,
Sat Apr 02 18:04:03 BST 2011,5,ACTIVE,Maria Sharapova,3.35,49.15,3.6,96.15,166206.9,3.45,
Sat Apr 02 18:04:06 BST 2011,5,ACTIVE,Maria Sharapova,3.4,25.0,3.6,96.15,166206.9,3.45,
Sat Apr 02 18:04:08 BST 2011,5,ACTIVE,Maria Sharapova,3.4,25.0,3.55,2.0,166206.9,3.45,
Sat Apr 02 18:04:11 BST 2011,5,ACTIVE,Maria Sharapova,2.92,13.7,3.55,2.0,166256.9,3.4,
Sat Apr 02 18:04:13 BST 2011,5,ACTIVE,Maria Sharapova,3.45,5.0,3.55,2.0,166256.9,3.4,
Sat Apr 02 18:04:14 BST 2011,5,ACTIVE,Maria Sharapova,3.45,5.0,3.55,2.0,166256.9,3.4,
Sat Apr 02 18:04:15 BST 2011,5,ACTIVE,Maria Sharapova,3.45,5.0,3.6,96.15,166259.28,3.5,
Sat Apr 02 18:04:16 BST 2011,5,ACTIVE,Maria Sharapova,3.45,5.0,3.6,96.15,166259.28,3.5,
Sat Apr 02 18:04:17 BST 2011,5,ACTIVE,Maria Sharapova,3.45,20.3,3.6,96.15,166490.45,3.5,
Sat Apr 02 18:04:18 BST 2011,5,ACTIVE,Maria Sharapova,3.45,26.54,3.6,96.15,166490.45,3.5,
Sat Apr 02 18:04:20 BST 2011,5,ACTIVE,Maria Sharapova,3.45,26.54,3.6,96.15,166492.45,3.5,
Sat Apr 02 18:04:21 BST 2011,5,ACTIVE,Maria Sharapova,3.45,26.54,3.65,70.0,166601.56,3.6,
Sat Apr 02 18:04:26 BST 2011,5,ACTIVE,Maria Sharapova,3.45,26.54,3.65,70.0,166601.56,3.6,
Sat Apr 02 18:04:31 BST 2011,5,ACTIVE,Maria Sharapova,3.45,26.54,3.65,20.0,166601.56,3.6,
Sat Apr 02 18:04:32 BST 2011,5,ACTIVE,Maria Sharapova,3.45,26.54,3.65,20.0,166601.56,3.6,
Sat Apr 02 18:04:33 BST 2011,5,ACTIVE,Maria Sharapova,3.45,26.54,3.65,13.76,166614.05,3.65,
Sat Apr 02 18:04:35 BST 2011,5,ACTIVE,Maria Sharapova,3.45,26.54,3.65,45.88,166614.05,3.65,
Sat Apr 02 18:04:36 BST 2011,5,ACTIVE,Maria Sharapova,3.45,26.54,3.65,45.88,166671.05,3.6,
Sat Apr 02 18:04:37 BST 2011,5,ACTIVE,Maria Sharapova,3.45,26.54,3.65,45.88,166671.05,3.6,
Sat Apr 02 18:04:39 BST 2011,5,ACTIVE,Maria Sharapova,3.45,26.54,3.65,45.88,166735.4,3.6,
Sat Apr 02 18:04:42 BST 2011,5,ACTIVE,Maria Sharapova,3.45,26.54,3.65,45.88,166738.4,3.6,
Sat Apr 02 18:04:43 BST 2011,5,ACTIVE,Maria Sharapova,3.45,26.54,3.65,45.88,166740.89,3.6,
Sat Apr 02 18:04:44 BST 2011,5,ACTIVE,Maria Sharapova,3.45,26.54,3.65,45.88,166756.78,3.6,
Sat Apr 02 18:04:45 BST 2011,5,ACTIVE,Maria Sharapova,3.45,26.54,3.65,45.88,166806.78,3.6,
Sat Apr 02 18:04:46 BST 2011,5,ACTIVE,Maria Sharapova,3.45,8.0,3.65,45.88,166806.78,3.6,
Sat Apr 02 18:04:48 BST 2011,5,ACTIVE,Maria Sharapova,3.45,8.0,3.65,39.64,166995.84,3.65,
Sat Apr 02 18:04:50 BST 2011,5,ACTIVE,Maria Sharapova,3.65,6.24,3.75,104.24,167075.12,3.65,
Sat Apr 02 18:04:51 BST 2011,5,ACTIVE,Maria Sharapova,3.65,20.3,3.75,104.24,167075.12,3.65,
Sat Apr 02 18:04:57 BST 2011,5,ACTIVE,Maria Sharapova,3.45,8.0,3.75,104.24,167075.12,3.65,
Sat Apr 02 18:04:59 BST 2011,5,ACTIVE,Maria Sharapova,3.45,8.0,3.75,104.24,167082.19,3.7,
Sat Apr 02 18:05:01 BST 2011,5,ACTIVE,Maria Sharapova,3.45,8.0,3.75,98.0,167082.19,3.7,
Sat Apr 02 18:05:04 BST 2011,5,ACTIVE,Maria Sharapova,3.45,8.0,3.75,98.0,167084.67,3.7,
Sat Apr 02 18:05:07 BST 2011,5,ACTIVE,Maria Sharapova,3.45,8.0,4.0,134.2,167193.27,3.9,
Sat Apr 02 18:05:09 BST 2011,5,ACTIVE,Maria Sharapova,4.0,307.25,4.2,12.0,167467.67,4.0,
Sat Apr 02 18:05:10 BST 2011,5,ACTIVE,Maria Sharapova,4.0,307.25,4.2,12.0,167467.67,4.0,
Sat Apr 02 18:05:11 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,4.2,12.0,167467.67,4.0,
Sat Apr 02 18:05:15 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,4.2,12.0,167478.67,3.9,
Sat Apr 02 18:05:17 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,4.0,19.42,167478.67,3.9,
Sat Apr 02 18:05:19 BST 2011,5,ACTIVE,Maria Sharapova,3.95,25.0,4.0,19.42,167478.67,3.9,
Sat Apr 02 18:05:20 BST 2011,5,ACTIVE,Maria Sharapova,3.95,25.0,4.2,12.0,167517.52,4.0,
Sat Apr 02 18:05:24 BST 2011,5,ACTIVE,Maria Sharapova,3.95,23.23,4.2,12.0,167521.05,3.95,
Sat Apr 02 18:05:27 BST 2011,5,ACTIVE,Maria Sharapova,3.95,20.74,4.0,98.0,167526.03,3.95,
Sat Apr 02 18:05:28 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,4.0,98.0,167585.62,3.9,
Sat Apr 02 18:05:29 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,3.95,3.11,167817.39,3.9,
Sat Apr 02 18:05:30 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,3.95,3.11,167819.88,3.9,
Sat Apr 02 18:05:31 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,3.95,20.77,167869.12,3.9,
Sat Apr 02 18:05:32 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,4.0,24.87,167922.75,4.0,
Sat Apr 02 18:05:36 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,3.95,9.71,167952.61,4.0,
Sat Apr 02 18:05:37 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,4.2,12.0,167985.34,3.95,
Sat Apr 02 18:05:38 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,4.2,12.0,168016.53,3.9,
Sat Apr 02 18:05:39 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,4.2,12.0,168020.94,4.0,
Sat Apr 02 18:05:40 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,4.2,12.0,168029.77,4.1,
Sat Apr 02 18:05:42 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,4.2,12.0,168042.77,4.0,
Sat Apr 02 18:05:47 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,4.2,5.77,168057.02,4.0,
Sat Apr 02 18:05:49 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,4.2,5.77,168059.23,4.0,
Sat Apr 02 18:05:51 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,4.2,5.77,168062.36,4.0,
Sat Apr 02 18:05:54 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,4.2,5.77,168084.44,4.0,
Sat Apr 02 18:05:59 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,5.0,17.65,168100.38,4.3,
Sat Apr 02 18:06:00 BST 2011,5,ACTIVE,Maria Sharapova,3.75,6.23,5.0,17.65,168104.64,4.3,
Sat Apr 02 18:06:01 BST 2011,5,ACTIVE,Maria Sharapova,4.4,1000.0,5.0,17.65,168104.64,4.3,
Sat Apr 02 18:06:02 BST 2011,5,ACTIVE,Maria Sharapova,4.4,1000.0,5.0,17.65,168104.64,4.3,
Sat Apr 02 18:06:03 BST 2011,5,ACTIVE,Maria Sharapova,4.4,1000.0,5.0,17.65,168104.64,4.3,
Sat Apr 02 18:06:04 BST 2011,5,ACTIVE,Maria Sharapova,4.4,1000.0,5.0,17.65,168104.64,4.3,
Sat Apr 02 18:06:10 BST 2011,5,ACTIVE,Maria Sharapova,4.4,1000.0,-1.0,-1.0,168104.64,4.3,
Sat Apr 02 18:06:13 BST 2011,5,ACTIVE,Maria Sharapova,4.4,1000.0,4.8,20.57,168104.64,4.3,
Sat Apr 02 18:06:17 BST 2011,5,ACTIVE,Maria Sharapova,4.4,992.94,-1.0,-1.0,168118.77,4.4,
Sat Apr 02 18:06:19 BST 2011,5,ACTIVE,Maria Sharapova,4.4,991.17,-1.0,-1.0,168122.3,4.4,
Sat Apr 02 18:06:20 BST 2011,5,ACTIVE,Maria Sharapova,4.4,976.16,-1.0,-1.0,168152.31,4.4,
Sat Apr 02 18:06:24 BST 2011,5,ACTIVE,Maria Sharapova,4.4,932.01,-1.0,-1.0,168240.62,4.4,
Sat Apr 02 18:06:25 BST 2011,5,ACTIVE,Maria Sharapova,4.4,887.59,-1.0,-1.0,168329.45,4.4,
Sat Apr 02 18:06:26 BST 2011,5,ACTIVE,Maria Sharapova,4.4,856.41,-1.0,-1.0,168391.81,4.4,
Sat Apr 02 18:06:27 BST 2011,5,ACTIVE,Maria Sharapova,4.4,853.92,-1.0,-1.0,168396.8,4.4,
Sat Apr 02 18:06:29 BST 2011,5,ACTIVE,Maria Sharapova,4.4,758.16,5.2,10.0,168588.31,4.4,
Sat Apr 02 18:06:30 BST 2011,5,ACTIVE,Maria Sharapova,4.4,681.22,5.2,10.0,168745.27,4.4,
Sat Apr 02 18:06:38 BST 2011,5,ACTIVE,Maria Sharapova,4.4,681.22,5.2,10.0,168747.64,4.5,
Sat Apr 02 18:06:39 BST 2011,5,ACTIVE,Maria Sharapova,4.4,681.22,4.6,9.71,168747.64,4.5,
Sat Apr 02 18:06:41 BST 2011,5,ACTIVE,Maria Sharapova,4.4,681.22,5.2,10.0,168757.34,4.6,
Sat Apr 02 18:06:43 BST 2011,5,ACTIVE,Maria Sharapova,4.4,681.22,5.2,10.0,168766.19,4.7,
Sat Apr 02 18:06:46 BST 2011,5,ACTIVE,Maria Sharapova,4.4,681.22,5.2,10.0,168768.67,4.7,
Sat Apr 02 18:06:53 BST 2011,5,ACTIVE,Maria Sharapova,4.4,681.22,5.2,10.0,168770.44,5.1,
Sat Apr 02 18:06:56 BST 2011,5,ACTIVE,Maria Sharapova,3.8,12.0,-1.0,-1.0,168780.44,5.2,
Sat Apr 02 18:07:00 BST 2011,5,ACTIVE,Maria Sharapova,3.8,12.0,-1.0,-1.0,168799.44,5.3,
Sat Apr 02 18:07:01 BST 2011,5,ACTIVE,Maria Sharapova,4.7,2.64,-1.0,-1.0,168799.44,5.3,
Sat Apr 02 18:07:03 BST 2011,5,ACTIVE,Maria Sharapova,4.7,2.64,-1.0,-1.0,168809.14,5.1,
Sat Apr 02 18:07:05 BST 2011,5,ACTIVE,Maria Sharapova,4.7,2.64,-1.0,-1.0,168826.86,5.5,
Sat Apr 02 18:07:07 BST 2011,5,ACTIVE,Maria Sharapova,5.2,436.51,-1.0,-1.0,168826.86,5.5,
Sat Apr 02 18:07:08 BST 2011,5,ACTIVE,Maria Sharapova,5.2,436.51,-1.0,-1.0,168828.62,5.5,
Sat Apr 02 18:07:11 BST 2011,5,ACTIVE,Maria Sharapova,5.2,436.51,-1.0,-1.0,169078.62,5.5,
Sat Apr 02 18:07:12 BST 2011,5,ACTIVE,Maria Sharapova,5.2,436.51,-1.0,-1.0,169087.45,5.5,
Sat Apr 02 18:07:13 BST 2011,5,ACTIVE,Maria Sharapova,4.7,2.64,-1.0,-1.0,169087.45,5.5,
Sat Apr 02 18:07:14 BST 2011,5,ACTIVE,Maria Sharapova,4.7,2.64,-1.0,-1.0,169163.27,5.5,
Sat Apr 02 18:07:16 BST 2011,5,ACTIVE,Maria Sharapova,4.7,2.64,-1.0,-1.0,169165.05,5.5,
Sat Apr 02 18:07:17 BST 2011,5,ACTIVE,Maria Sharapova,4.7,2.64,-1.0,-1.0,169169.31,5.8,
Sat Apr 02 18:07:18 BST 2011,5,ACTIVE,Maria Sharapova,4.7,2.64,-1.0,-1.0,169178.16,5.5,
