Tennis Sony Ericsson Open 2011 Womens Tournament The Final Sharapova v Azarenka 
Match Odds
Sat Apr 02 17:30:00 BST 2011
Timestamp,Inplay delay,Market status,Selection name,BP1,BV1,LP1,LV1,Total matched,LPM
Sat Apr 02 14:35:01 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:02 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:03 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:04 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:05 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:06 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:07 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:08 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:09 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:10 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:11 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:12 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:13 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:14 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:15 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:16 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:17 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:18 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:19 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:20 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:21 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:22 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:23 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:24 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:25 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:26 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:27 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:28 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:29 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:30 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:31 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:32 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:33 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:34 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:35 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:36 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:37 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:38 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:39 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:40 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:41 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:42 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:43 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:44 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:45 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:46 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:47 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:48 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:49 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:50 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:51 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:52 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:53 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:54 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:55 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:56 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:57 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:58 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:35:59 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:36:00 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:36:01 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:36:02 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:36:03 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:36:04 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:36:05 BST 2011,0,ACTIVE,Maria Sharapova,2.44,836.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:36:06 BST 2011,0,ACTIVE,Maria Sharapova,2.44,726.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:36:07 BST 2011,0,ACTIVE,Maria Sharapova,2.44,726.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:36:08 BST 2011,0,ACTIVE,Maria Sharapova,2.44,726.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:36:09 BST 2011,0,ACTIVE,Maria Sharapova,2.44,726.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:36:10 BST 2011,0,ACTIVE,Maria Sharapova,2.44,726.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:36:11 BST 2011,0,ACTIVE,Maria Sharapova,2.44,726.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:36:12 BST 2011,0,ACTIVE,Maria Sharapova,2.44,726.63,2.46,6.76,22414.64,2.44,
Sat Apr 02 14:36:13 BST 2011,0,ACTIVE,Maria Sharapova,2.44,726.63,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:14 BST 2011,0,ACTIVE,Maria Sharapova,2.44,726.63,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:15 BST 2011,0,ACTIVE,Maria Sharapova,2.44,726.63,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:16 BST 2011,0,ACTIVE,Maria Sharapova,2.44,726.63,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:17 BST 2011,0,ACTIVE,Maria Sharapova,2.44,726.63,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:18 BST 2011,0,ACTIVE,Maria Sharapova,2.44,726.63,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:19 BST 2011,0,ACTIVE,Maria Sharapova,2.44,726.63,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:20 BST 2011,0,ACTIVE,Maria Sharapova,2.44,726.63,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:21 BST 2011,0,ACTIVE,Maria Sharapova,2.44,726.63,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:22 BST 2011,0,ACTIVE,Maria Sharapova,2.44,726.63,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:23 BST 2011,0,ACTIVE,Maria Sharapova,2.44,726.63,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:24 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:25 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:26 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:27 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:28 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:29 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:30 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:31 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:32 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:33 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:34 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:35 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:36 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:37 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:38 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:39 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:40 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:41 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:42 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:43 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:44 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:45 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:46 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:47 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:48 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:49 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:50 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:51 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:52 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:53 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:54 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:55 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:56 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:57 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:58 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:36:59 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:00 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:01 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:02 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:03 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:04 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:05 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:06 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:07 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:08 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:09 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:10 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:11 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:12 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:13 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:14 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:15 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:16 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:17 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:18 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:19 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:20 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:21 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:22 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:23 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:24 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:25 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:26 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1437.39,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:27 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:28 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:29 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:30 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:31 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:32 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:33 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:34 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:35 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:36 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:37 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:38 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:39 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:40 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:41 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:42 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:43 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:44 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:45 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:46 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:47 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:48 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:49 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:50 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:51 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:52 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:53 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:54 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:55 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:56 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:57 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:58 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:37:59 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:00 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:01 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:02 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:03 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:04 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:05 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:06 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:07 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:08 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:09 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:10 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:11 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:12 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:13 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:14 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:15 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:16 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:17 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:18 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:19 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:20 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:21 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:22 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:23 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:24 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:25 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:26 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:27 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:28 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:29 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:30 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
Sat Apr 02 14:38:31 BST 2011,0,ACTIVE,Maria Sharapova,2.44,1282.06,2.46,13.0,22414.64,2.44,
