Tennis Sony Ericsson Open 2011 Womens Tournament The Final Sharapova v Azarenka 
Match Odds
Sat Apr 02 17:30:00 BST 2011
Timestamp,Inplay delay,Market status,Selection name,BP1,BV1,LP1,LV1,Total matched,LPM
Sat Apr 02 10:38:51 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:38:52 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:38:53 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:38:54 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:38:55 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:38:56 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:38:57 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:38:58 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:38:59 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:39:00 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:39:01 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:39:02 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:39:03 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:39:04 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:39:05 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:39:06 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:39:07 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:39:08 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:39:09 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:39:10 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:39:11 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:39:12 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:39:13 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:39:14 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:39:15 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:39:16 BST 2011,0,ACTIVE,Maria Sharapova,2.48,554.94,2.5,56.68,12716.19,2.48,
Sat Apr 02 10:39:17 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:18 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:19 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:20 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:21 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:22 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:23 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:24 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:25 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:26 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:27 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:28 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:29 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:30 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:31 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:32 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:33 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:34 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:35 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:36 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:37 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:38 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:39 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:40 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:41 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:42 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:43 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:44 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:45 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:46 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:47 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:48 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:49 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:50 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:51 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:52 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:53 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:54 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:55 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:56 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:57 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:58 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:39:59 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:40:00 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:40:01 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:40:02 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:40:03 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:40:04 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:40:05 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:40:06 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:40:07 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:40:08 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:40:09 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:40:10 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:40:11 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:40:12 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:40:13 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:40:14 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:40:15 BST 2011,0,ACTIVE,Maria Sharapova,2.48,367.76,2.5,88.92,13090.55,2.48,
Sat Apr 02 10:40:16 BST 2011,0,ACTIVE,Maria Sharapova,2.48,341.1,2.5,88.92,13143.87,2.48,
Sat Apr 02 10:40:17 BST 2011,0,ACTIVE,Maria Sharapova,2.48,341.1,2.5,88.92,13143.87,2.48,
Sat Apr 02 10:40:18 BST 2011,0,ACTIVE,Maria Sharapova,2.48,341.1,2.5,88.92,13143.87,2.48,
Sat Apr 02 10:40:19 BST 2011,0,ACTIVE,Maria Sharapova,2.48,341.1,2.5,88.92,13143.87,2.48,
Sat Apr 02 10:40:20 BST 2011,0,ACTIVE,Maria Sharapova,2.48,346.1,2.5,82.79,13156.15,2.5,
Sat Apr 02 10:40:21 BST 2011,0,ACTIVE,Maria Sharapova,2.48,346.1,2.5,82.79,13156.15,2.5,
Sat Apr 02 10:40:22 BST 2011,0,ACTIVE,Maria Sharapova,2.48,346.1,2.5,82.79,13156.15,2.5,
Sat Apr 02 10:40:23 BST 2011,0,ACTIVE,Maria Sharapova,2.48,346.1,2.5,82.79,13156.15,2.5,
Sat Apr 02 10:40:24 BST 2011,0,ACTIVE,Maria Sharapova,2.48,346.1,2.5,82.79,13156.15,2.5,
Sat Apr 02 10:40:25 BST 2011,0,ACTIVE,Maria Sharapova,2.48,346.1,2.5,82.79,13156.15,2.5,
Sat Apr 02 10:40:26 BST 2011,0,ACTIVE,Maria Sharapova,2.48,346.1,2.5,82.79,13156.15,2.5,
Sat Apr 02 10:40:27 BST 2011,0,ACTIVE,Maria Sharapova,2.48,346.1,2.5,82.79,13156.15,2.5,
Sat Apr 02 10:40:28 BST 2011,0,ACTIVE,Maria Sharapova,2.48,346.1,2.5,82.79,13156.15,2.5,
Sat Apr 02 10:40:29 BST 2011,0,ACTIVE,Maria Sharapova,2.48,346.1,2.5,82.79,13156.15,2.5,
Sat Apr 02 10:40:30 BST 2011,0,ACTIVE,Maria Sharapova,2.48,346.1,2.5,82.79,13156.15,2.5,
Sat Apr 02 10:40:31 BST 2011,0,ACTIVE,Maria Sharapova,2.48,346.1,2.5,82.79,13156.15,2.5,
Sat Apr 02 10:40:32 BST 2011,0,ACTIVE,Maria Sharapova,2.48,346.1,2.5,82.79,13156.15,2.5,
Sat Apr 02 10:40:33 BST 2011,0,ACTIVE,Maria Sharapova,2.48,346.1,2.5,82.79,13156.15,2.5,
Sat Apr 02 10:40:34 BST 2011,0,ACTIVE,Maria Sharapova,2.48,346.1,2.5,82.79,13156.15,2.5,
Sat Apr 02 10:40:35 BST 2011,0,ACTIVE,Maria Sharapova,2.48,346.1,2.5,82.79,13156.15,2.5,
Sat Apr 02 10:40:36 BST 2011,0,ACTIVE,Maria Sharapova,2.48,346.1,2.5,82.79,13156.15,2.5,
Sat Apr 02 10:40:37 BST 2011,0,ACTIVE,Maria Sharapova,2.48,346.1,2.5,82.79,13156.15,2.5,
Sat Apr 02 10:40:38 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:39 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:40 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:41 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:42 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:43 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:44 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:45 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:46 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:47 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:48 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:49 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:50 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:51 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:52 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:53 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:54 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:55 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:56 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:57 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:58 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:40:59 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:00 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:01 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:02 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:03 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:04 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:05 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:06 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:07 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:08 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:09 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:10 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:11 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:12 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:13 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:14 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:15 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:16 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:17 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:18 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:19 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:20 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:21 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:22 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:23 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:24 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:25 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:26 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:27 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:28 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:29 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:30 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:31 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:32 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:33 BST 2011,0,ACTIVE,Maria Sharapova,2.48,339.87,2.5,82.79,13168.63,2.48,
Sat Apr 02 10:41:34 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,13848.35,2.48,
Sat Apr 02 10:41:35 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,13848.35,2.48,
Sat Apr 02 10:41:36 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,13848.35,2.48,
Sat Apr 02 10:41:37 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,13848.35,2.48,
Sat Apr 02 10:41:38 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,13848.35,2.48,
Sat Apr 02 10:41:39 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,13848.35,2.48,
Sat Apr 02 10:41:40 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,13848.35,2.48,
Sat Apr 02 10:41:41 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:41:42 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:41:43 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:41:44 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:41:45 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:41:46 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:41:47 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:41:48 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:41:49 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:41:50 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:41:51 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:41:52 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:41:53 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:41:54 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:41:55 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:41:56 BST 2011,0,ACTIVE,Maria Sharapova,2.46,551.26,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:41:57 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:41:58 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:41:59 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:00 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:01 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:02 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:03 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:04 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:05 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:06 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:07 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:08 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:09 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:10 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:11 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:12 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:13 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:14 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:15 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:16 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:17 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:18 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:19 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:20 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:21 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:22 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
Sat Apr 02 10:42:23 BST 2011,0,ACTIVE,Maria Sharapova,2.48,17.65,2.5,82.79,14049.78,2.48,
