0,0,0,0,0,1,1,0,0
0,0,0,0,0,2,1,0,0
0,0,0,0,1,2,1,0,0
0,0,0,0,2,2,1,0,0
0,0,0,0,3,2,1,0,0
0,0,0,0,4,2,1,0,0
0,0,1,0,0,1,0,0,0
0,0,1,0,1,1,0,0,0
0,0,1,0,1,2,0,0,0
0,0,1,0,2,2,0,0,0
0,0,1,0,2,3,0,0,0
0,0,1,0,2,4,0,0,0
0,0,1,1,0,1,1,0,0
0,0,1,1,0,2,1,0,0
0,0,1,1,0,3,1,0,0
0,0,1,1,0,4,1,0,0
0,0,1,2,0,1,0,0,0
0,0,1,2,0,2,0,0,0
0,0,1,2,0,3,0,0,0
0,0,1,2,0,4,0,0,0
0,0,1,3,1,0,1,0,0
0,0,1,3,2,0,1,0,0
0,0,1,3,2,1,1,0,0
0,0,1,3,3,1,1,0,0
0,0,1,3,4,1,1,0,0
0,0,2,3,1,0,0,0,0
0,0,2,3,2,0,0,0,0
0,0,2,3,3,0,0,0,0
0,0,2,3,4,0,0,0,0
0,0,3,3,1,0,1,0,0
0,0,3,3,2,0,1,0,0
0,0,3,3,3,0,1,0,0
0,0,3,3,3,1,1,0,0
0,0,3,3,4,1,1,0,0
0,0,4,3,1,0,0,0,0
0,0,4,3,1,1,0,0,0
0,0,4,3,1,2,0,0,0
0,0,4,3,2,2,0,0,0
0,0,4,3,2,3,0,0,0
0,0,4,3,3,3,0,0,0
0,0,4,3,3,4,0,0,0
0,0,4,3,4,4,0,0,0
0,0,4,3,5,4,0,0,0
0,0,4,3,5,5,0,0,0
0,0,4,3,6,5,0,0,0
0,0,4,3,6,6,0,0,0
0,0,4,3,7,6,0,0,0
0,0,4,3,8,6,0,0,0
0,0,5,3,0,1,1,0,0
0,0,5,3,1,1,1,0,0
0,0,5,3,1,2,1,0,0
0,0,5,3,2,2,1,0,0
0,0,5,3,2,3,1,0,0
0,0,5,3,2,4,1,0,0
0,0,5,4,1,0,0,0,0
0,0,5,4,1,1,0,0,0
0,0,5,4,2,1,0,0,0
0,0,5,4,2,2,0,0,0
0,0,5,4,2,3,0,0,0
0,0,5,4,2,4,0,0,0
0,0,5,5,1,0,1,0,0
0,0,5,5,2,0,1,0,0
0,0,5,5,2,1,1,0,0
0,0,5,5,3,1,1,0,0
0,0,5,5,3,2,1,0,0
0,0,5,5,3,3,1,0,0
0,0,5,5,4,3,1,0,0
0,0,5,5,5,3,1,0,0
0,0,6,5,0,1,0,0,0
0,0,6,5,0,2,0,0,0
0,0,6,5,0,3,0,0,0
0,0,6,5,0,4,0,0,0
0,0,6,6,0,1,1,0,0
0,0,6,6,1,1,0,0,0
0,0,6,6,2,1,0,0,0
0,0,6,6,3,1,1,0,0
0,0,6,6,3,2,1,0,0
0,0,6,6,3,3,0,0,0
0,0,6,6,3,4,0,0,0
0,0,6,6,4,4,1,0,0
0,0,6,6,5,4,1,0,0
0,0,6,6,6,4,0,0,0
0,0,6,6,6,5,0,0,0
0,0,6,6,7,5,1,0.085270318,0
1,0,0,0,1,0,0,0.081006803,0
1,0,0,0,2,0,0,0.076956462,0
1,0,0,0,2,1,0,0.073108639,0
1,0,0,0,3,1,0,0.069453207,0
1,0,0,0,4,1,0,0.065980547,0
1,0,1,0,1,0,1,0.06268152,0
1,0,1,0,2,0,1,0.059547444,0
1,0,1,0,3,0,1,0.056570071,0
1,0,1,0,4,0,1,0.053741568,0
1,0,2,0,0,1,0,0.051054489,0
1,0,2,0,1,1,0,0.048501765,0
1,0,2,0,1,2,0,0.046076677,0
1,0,2,0,1,3,0,0.043772843,0
1,0,2,0,2,3,0,0.041584201,0
1,0,2,0,3,3,0,0.039504991,0
1,0,2,0,3,4,0,0.037529741,0
1,0,2,0,4,4,0,0.035653254,0
1,0,2,0,5,4,0,0.033870591,0
1,0,2,0,5,5,0,0.032177062,0
1,0,2,0,5,6,0,0.030568209,0
1,0,2,0,5,7,0,0.029039798,0
1,0,2,1,1,0,1,0.027587808,0
1,0,2,1,1,1,1,0.026208418,0
1,0,2,1,2,1,1,0.024897997,0
1,0,2,1,3,1,1,0.023653097,0
1,0,2,1,4,1,1,0.022470442,0
1,0,3,1,0,1,0,0.02134692,0
1,0,3,1,0,2,0,0.020279574,0
1,0,3,1,0,3,0,0.019265596,0
1,0,3,1,1,3,0,0.018302316,0
1,0,3,1,2,3,0,0.0173872,0
1,0,3,1,2,4,0,0.01651784,0
1,0,3,2,0,1,1,0.015691948,0
1,0,3,2,1,1,1,0.014907351,0
1,0,3,2,2,1,1,0.014161983,0
1,0,3,2,2,2,1,0.013453884,0
1,0,3,2,3,2,1,0.01278119,0
1,0,3,2,3,3,1,0.01214213,0
1,0,3,2,4,3,1,0.011535024,0
1,0,3,2,5,3,1,0.010958273,0
1,0,4,2,0,1,0,0.010410359,0
1,0,4,2,0,2,0,0.009889841,0
1,0,4,2,0,3,0,0.009395349,0
1,0,4,2,0,4,0,0.008925581,0
1,0,4,3,1,0,1,0.008479302,0
1,0,4,3,1,1,1,0.008055337,0
1,0,4,3,2,1,1,0.00765257,0
1,0,4,3,3,1,1,0.007269942,0
1,0,4,3,3,2,1,0.006906445,0
1,0,4,3,3,3,1,0.006561123,0
1,0,4,3,4,3,1,0.006233066,0
1,0,4,3,4,4,1,0.005921413,0
1,0,4,3,5,4,1,0.005625342,0
1,0,4,3,5,5,1,0.005344075,0
1,0,4,3,6,5,1,0.005076872,0
1,0,4,3,6,6,1,0.004823028,0
1,0,4,3,6,7,1,0.004581877,0
1,0,4,3,7,7,1,0.004352783,0
1,0,4,3,8,7,1,0.004135144,0
1,0,4,3,9,7,1,0.003928386,0
1,0,5,3,0,1,0,0.003731967,0
1,0,5,3,1,1,0,0.003545369,0
1,0,5,3,1,2,0,0.0033681,0
1,0,5,3,1,3,0,0.003199695,0
1,0,5,3,1,4,0,0.003039711,0
1,0,5,4,1,0,1,0.002887725,0
1,0,5,4,2,0,1,0.002743339,0
1,0,5,4,3,0,1,0.002606172,0
1,0,5,4,4,0,1,0.002475863,0
2,0,0,0,1,0,0,0.00235207,0
2,0,0,0,2,0,0,0.002234467,0
2,0,0,0,2,1,0,0.002122743,0
2,0,0,0,2,2,0,0.002016606,0
2,0,0,0,2,3,0,0.001915776,0
2,0,0,0,3,3,0,0.001819987,0
2,0,0,0,4,3,0,0.001728988,0
2,0,0,0,4,4,0,0.001642538,0
2,0,0,0,5,4,0,0.001560411,0
2,0,0,0,5,5,0,0.001482391,0
2,0,0,0,5,6,0,0.001408271,0
2,0,0,0,5,7,0,0.001337858,0
2,0,0,1,1,0,1,0.001270965,0
2,0,0,1,2,0,1,0.001207417,0
2,0,0,1,2,1,1,0.001147046,0
2,0,0,1,3,1,1,0.001089693,0
2,0,0,1,4,1,1,0.001035209,0
2,0,1,1,1,0,0,9.83E-04,0
2,0,1,1,2,0,0,9.34E-04,0
2,0,1,1,2,1,0,8.88E-04,0
2,0,1,1,3,1,0,8.43E-04,0
2,0,1,1,3,2,0,8.01E-04,0
2,0,1,1,3,3,0,7.61E-04,0
2,0,1,1,3,4,0,7.23E-04,0
2,0,1,1,4,4,0,6.87E-04,0
2,0,1,1,5,4,0,6.52E-04,0
2,0,1,1,5,5,0,6.20E-04,0
2,0,1,1,5,6,0,5.89E-04,0
2,0,1,1,5,7,0,5.59E-04,0
2,0,1,2,1,0,1,5.31E-04,0
2,0,1,2,2,0,1,5.05E-04,0
2,0,1,2,2,1,1,4.80E-04,0
2,0,1,2,2,2,1,4.56E-04,0
2,0,1,2,3,2,1,4.33E-04,0
2,0,1,2,4,2,1,4.11E-04,0
2,0,2,2,0,1,0,3.91E-04,0
2,0,2,2,1,1,0,3.71E-04,0
2,0,2,2,1,2,0,3.53E-04,0
2,0,2,2,2,2,0,3.35E-04,0
2,0,2,2,2,3,0,3.18E-04,0
2,0,2,2,2,4,0,3.02E-04,0
2,0,2,3,0,1,1,2.87E-04,0
2,0,2,3,1,1,1,2.73E-04,0
2,0,2,3,1,2,1,2.59E-04,0
2,0,2,3,1,3,1,2.46E-04,0
2,0,2,3,1,4,1,2.34E-04,0
2,0,2,4,1,0,0,2.22E-04,0
2,0,2,4,2,0,0,2.11E-04,0
2,0,2,4,3,0,0,2.01E-04,0
2,0,2,4,4,0,0,1.91E-04,0
2,0,3,4,1,0,1,1.81E-04,0
2,0,3,4,1,1,1,1.72E-04,0
2,0,3,4,1,2,1,1.63E-04,0
2,0,3,4,2,2,1,1.55E-04,0
2,0,3,4,2,3,1,1.47E-04,0
2,0,3,4,2,4,1,1.40E-04,0
2,0,3,5,0,1,0,1.33E-04,0
2,0,3,5,1,1,0,1.26E-04,0
2,0,3,5,2,1,0,1.20E-04,0
2,0,3,5,2,2,0,1.14E-04,0
2,0,3,5,2,3,0,1.08E-04,0
2,0,3,5,2,4,0,1.03E-04,0
2,1,0,0,1,0,1,9.78E-05,0
2,1,0,0,2,0,1,9.29E-05,0
2,1,0,0,2,1,1,8.83E-05,0
2,1,0,0,3,1,1,8.38E-05,0
2,1,0,0,4,1,1,7.97E-05,0
2,1,1,0,1,0,0,7.57E-05,0
2,1,1,0,2,0,0,7.19E-05,0
2,1,1,0,3,0,0,6.83E-05,0
2,1,1,0,3,1,0,6.49E-05,0
2,1,1,0,4,1,0,6.16E-05,0
2,1,2,0,0,1,1,5.86E-05,0
2,1,2,0,1,1,1,5.56E-05,0
2,1,2,0,1,2,1,5.28E-05,0
2,1,2,0,2,2,1,5.02E-05,0
2,1,2,0,3,2,1,4.77E-05,0
2,1,2,0,4,2,1,4.53E-05,0
2,1,3,0,0,1,0,4.30E-05,0
2,1,3,0,0,2,0,4.09E-05,0
2,1,3,0,0,3,0,3.88E-05,0
2,1,3,0,0,4,0,3.69E-05,0
2,1,3,1,1,0,1,3.51E-05,0
2,1,3,1,1,1,1,3.33E-05,0
2,1,3,1,2,1,1,3.16E-05,0
2,1,3,1,2,2,1,3.01E-05,0
2,1,3,1,3,2,1,2.86E-05,0
2,1,3,1,4,2,1,2.71E-05,0
2,1,4,1,1,0,0,2.58E-05,0
2,1,4,1,1,1,0,2.45E-05,0
2,1,4,1,1,2,0,2.33E-05,0
2,1,4,1,1,3,0,2.21E-05,0
2,1,4,1,1,4,0,2.10E-05,0
2,1,4,2,0,1,1,1.99E-05,0
2,1,4,2,1,1,1,1.89E-05,0
2,1,4,2,2,1,1,1.80E-05,0
2,1,4,2,3,1,1,1.71E-05,0
2,1,4,2,4,1,1,1.62E-05,0
2,1,5,2,0,1,0,1.54E-05,0
2,1,5,2,1,1,0,1.47E-05,0
2,1,5,2,2,1,0,1.39E-05,0
2,1,5,2,3,1,0,1.32E-05,0
2,1,5,2,4,1,0,1.26E-05,0
