1243768125809,Sun May 31 12:08:45 BST 2009,A Murray 3 - 0,2.2,33.0,19441.89,3.3,
1243768139809,Sun May 31 12:08:59 BST 2009,A Murray 3 - 0,2.2,33.0,19441.89,3.3,
1243768151809,Sun May 31 12:09:11 BST 2009,A Murray 3 - 0,3.0,100.0,19441.89,3.3,
1243768154809,Sun May 31 12:09:14 BST 2009,A Murray 3 - 0,3.0,211.0,19441.89,3.3,
1243768159809,Sun May 31 12:09:19 BST 2009,A Murray 3 - 0,3.0,211.0,19441.89,3.3,
1243768163809,Sun May 31 12:09:23 BST 2009,A Murray 3 - 0,3.0,216.0,19441.89,3.3,
1243768169809,Sun May 31 12:09:29 BST 2009,A Murray 3 - 0,3.05,115.21,19441.89,3.3,
1243768177809,Sun May 31 12:09:37 BST 2009,A Murray 3 - 0,3.05,115.21,19441.89,3.3,
1243768182809,Sun May 31 12:09:42 BST 2009,A Murray 3 - 0,3.1,100.0,19441.89,3.3,
1243768185809,Sun May 31 12:09:45 BST 2009,A Murray 3 - 0,3.1,105.0,19441.89,3.3,
1243768191809,Sun May 31 12:09:51 BST 2009,A Murray 3 - 0,3.1,100.0,19441.89,3.3,
1243768198809,Sun May 31 12:09:58 BST 2009,A Murray 3 - 0,3.1,100.0,19441.89,3.3,
1243768203809,Sun May 31 12:10:03 BST 2009,A Murray 3 - 0,3.1,115.21,19441.89,3.3,
1243768208809,Sun May 31 12:10:08 BST 2009,A Murray 3 - 0,3.25,100.0,19441.89,3.3,
1243768216809,Sun May 31 12:10:16 BST 2009,A Murray 3 - 0,3.25,100.0,19441.89,3.3,
1243768222809,Sun May 31 12:10:22 BST 2009,A Murray 3 - 0,3.25,100.0,19441.89,3.3,
1243768236809,Sun May 31 12:10:36 BST 2009,A Murray 3 - 0,3.25,95.0,19451.89,3.25,
1243768247809,Sun May 31 12:10:47 BST 2009,A Murray 3 - 0,3.1,115.21,19641.89,3.25,
1243768256809,Sun May 31 12:10:56 BST 2009,A Murray 3 - 0,3.1,115.21,19641.89,3.25,
1243768257809,Sun May 31 12:10:57 BST 2009,A Murray 3 - 0,3.1,115.21,19641.89,3.25,
1243768260809,Sun May 31 12:11:00 BST 2009,A Murray 3 - 0,3.1,15.21,19841.89,3.1,
1243768261809,Sun May 31 12:11:01 BST 2009,A Murray 3 - 0,3.1,15.21,19841.89,3.1,
1243768268809,Sun May 31 12:11:08 BST 2009,A Murray 3 - 0,2.2,33.0,19872.31,3.1,
1243768271809,Sun May 31 12:11:11 BST 2009,A Murray 3 - 0,2.2,33.0,19872.31,3.1,
1243768274809,Sun May 31 12:11:14 BST 2009,A Murray 3 - 0,2.2,32.76,19880.58,3.1,
1243768276809,Sun May 31 12:11:16 BST 2009,A Murray 3 - 0,2.2,32.76,19880.58,3.1,
1243768278809,Sun May 31 12:11:18 BST 2009,A Murray 3 - 0,2.8,6.0,19880.58,3.1,
1243768287809,Sun May 31 12:11:27 BST 2009,A Murray 3 - 0,2.2,32.76,19892.58,2.8,
1243768290809,Sun May 31 12:11:30 BST 2009,A Murray 3 - 0,1.14,2.0,19958.28,2.2,
1243768293809,Sun May 31 12:11:33 BST 2009,A Murray 3 - 0,1.14,2.0,19958.79,2.2,
1243768298809,Sun May 31 12:11:38 BST 2009,A Murray 3 - 0,1.14,2.0,19958.79,2.2,
1243768301809,Sun May 31 12:11:41 BST 2009,A Murray 3 - 0,1.14,2.0,19958.79,2.2,
1243768305809,Sun May 31 12:11:45 BST 2009,A Murray 3 - 0,2.2,150.0,19958.79,2.2,
1243768306809,Sun May 31 12:11:46 BST 2009,A Murray 3 - 0,2.2,150.0,19958.79,2.2,
1243768310809,Sun May 31 12:11:50 BST 2009,A Murray 3 - 0,1.14,2.0,19958.79,2.2,
