1243768125809,Sun May 31 12:08:45 BST 2009,Cilic 3 - 1,1.1,7988.3,1763.27,8.2,
1243768154809,Sun May 31 12:09:14 BST 2009,Cilic 3 - 1,5.0,66.6,1763.27,8.2,
1243768185809,Sun May 31 12:09:45 BST 2009,Cilic 3 - 1,7.8,115.21,1763.27,8.2,
1243768229809,Sun May 31 12:10:29 BST 2009,Cilic 3 - 1,7.8,115.21,1763.27,8.2,
1243768236809,Sun May 31 12:10:36 BST 2009,Cilic 3 - 1,7.8,115.21,1763.27,8.2,
1243768257809,Sun May 31 12:10:57 BST 2009,Cilic 3 - 1,7.8,115.21,1763.27,8.2,
1243768274809,Sun May 31 12:11:14 BST 2009,Cilic 3 - 1,7.8,115.21,1765.87,8.6,
1243768286809,Sun May 31 12:11:26 BST 2009,Cilic 3 - 1,7.8,115.21,1790.31,8.6,
1243768290809,Sun May 31 12:11:30 BST 2009,Cilic 3 - 1,7.8,115.21,1790.36,8.6,
1243768293809,Sun May 31 12:11:33 BST 2009,Cilic 3 - 1,7.8,115.21,1790.49,8.6,
1243768310809,Sun May 31 12:11:50 BST 2009,Cilic 3 - 1,8.6,2.0,1790.49,8.6,
1243768316809,Sun May 31 12:11:56 BST 2009,Cilic 3 - 1,7.8,115.21,1790.49,8.6,
1243768640809,Sun May 31 12:17:20 BST 2009,Cilic 3 - 1,7.8,115.21,1790.49,8.6,
1243768660809,Sun May 31 12:17:40 BST 2009,Cilic 3 - 1,7.8,115.21,1790.49,8.6,
1243768666809,Sun May 31 12:17:46 BST 2009,Cilic 3 - 1,7.8,115.21,1790.49,8.6,
1243768670809,Sun May 31 12:17:50 BST 2009,Cilic 3 - 1,7.8,115.21,1790.49,8.6,
1243768676809,Sun May 31 12:17:56 BST 2009,Cilic 3 - 1,7.8,115.21,1790.49,8.6,
1243768708809,Sun May 31 12:18:28 BST 2009,Cilic 3 - 1,7.8,112.78,1795.35,7.8,
1243768739809,Sun May 31 12:18:59 BST 2009,Cilic 3 - 1,7.8,112.78,1800.29,14.0,
